Fecha,Bolivia_INI,Irán_INI,Republica Dominicana_INI,Holanda_INI,Pakistan_INI,Iraq_INI,Kuwait_INI,Ucrania_INI,Francia_INI,México_INI,Polonia_INI,Oman_INI,South Africa_INI,Chile_INI,Emiratos Arabes Unidos_INI,China_INI,Kazakhstan_INI,Egipto_INI,Saudi Arabia_INI,Ecuador_INI,Filipinas_INI,Perú_INI,Suecia_INI,Indonesia_INI,Estados Unidos_INI,Honduras_INI,India_INI,Qatar_INI,Guatemala_INI,Bielorrusia_INI,Panama_INI,Nepal_INI,Canada_INI,Rumania_INI,Japón_INI,Colombia_INI,Reino Unido_INI,Morocco_INI,Israel_INI,Argentina_INI,Alemania_INI,Chequia_INI,Italia_INI,Costa Rica_INI,Bangladesh_INI,Rusia_INI,Turquía_INI,Bélgica_INI,España_INI,Brasil_INI,Irán Diario,Francia Diario,México Diario,Chile Diario,China Diario,Perú Diario,Estados Unidos Diario,India Diario,Reino Unido Diario,Alemania Diario,Italia Diario,Rusia Diario,Turquía Diario,España Diario,Brasil Diario,Pakistán Diario,Arabia Saudita Diario,Sudáfrica Diario,Bangladesh Diario,Bolivia Diario,Republica Dominicana Diario,Holanda Diario,Iraq Diario,Kuwait Diario,Ucrania Diario,Polonia Diario,Oman Diario,Emiratos Arabes Unidos Diario,Kazakhstan Diario,Egipto Diario,Ecuador Diario,Filipinas Diario,Suecia Diario,Indonesia Diario,Honduras Diario,Qatar Diario,Guatemala Diario,Bielorrusia Diario,Panama Diario,Nepal Diario,Canada Diario,Rumania Diario,Japón Diario,Colombia Diario,Morocco Diario,Israel Diario,Argentina Diario,Chequia Diario,Costa Rica Diario,Bélgica Diario,Irán,Francia,México,Chile,China,Perú,Estados Unidos,India,Reino Unido,Alemania,Italia,Rusia,Turquía,España,Brasil,Pakistán,Arabia Saudita,Sudáfrica,Bangladesh,Bolivia,Republica Dominicana,Holanda,Iraq,Kuwait,Ucrania,Polonia,Oman,Emiratos Arabes Unidos,Kazakhstan,Egipto,Ecuador,Filipinas,Suecia,Indonesia,Honduras,Qatar,Guatemala,Bielorrusia,Panama,Nepal,Canada,Rumania,Japón,Colombia,Morocco,Israel,Argentina,Chequia,Costa Rica,Bélgica
20200822,108427,356792,90561,68051,292174,201050,79957,105337,275562,556216,61181,83769,607045,395708,66617,89654,104543,97237,306370,107089,187249,576067,83114,151498,5665086,53983,3044940,116765,67856,70285,85480,31117,126560,77544,61916,533103,326595,50812,101933,336802,233861,21790,258136,33084,292625,949531,257032,81468,386054,3582362,2028,3602,6482,1939,38,9008,44410,69239,1332,832,1071,4860,1309,0,50032,586,1184,3707,2265,992,694,595,3965,688,2389,900,0,424,230,89,608,4884,160,2090,602,284,915,174,1088,634,241,1189,967,10965,1565,1217,7759,239,950,574,2293,2882,5737,1763,70,8014,47896,63709,1081,1211,574,4926,1244,5121,40711,621,1365,3847,2679,1384,842,667,3833,626,1700,715,172,308,417,137,966,4312,268,2000,501,294,833,111,845,609,387,1209,1041,11160,1343,1401,6785,254,734,576
20200823,109149,358905,91161,68570,293261,204341,80528,107379,280459,560164,61762,83769,609773,397665,67007,89695,104718,97340,307479,107769,189601,585236,83171,153535,5699515,54511,3106348,117008,68188,70468,86900,31935,126817,78505,62658,541139,327643,52349,102663,342154,234494,21923,259345,33820,294598,954328,258249,81936,386054,3605783,2113,4897,3948,1957,41,9169,34429,61408,1048,633,1209,4797,1217,0,23421,1087,1109,2728,1973,722,600,519,3291,571,2042,581,0,390,175,103,680,2352,57,2037,528,243,332,183,1420,818,257,961,742,8036,1537,730,5352,133,736,468,2300,3230,5706,1758,64,7658,47060,63662,1076,1229,627,4901,1246,5121,40740,653,1342,3565,2643,1368,816,658,3873,630,1758,712,156,320,377,132,951,4263,267,2010,504,290,827,116,886,640,389,1196,991,10976,1365,1404,6833,255,752,556
20200824,110148,361150,91608,69224,293261,207985,80960,109234,282414,563705,62310,84509,611450,399568,67282,89718,104902,97478,308654,108289,194252,594326,83353,155412,5737369,55479,3167323,117266,68533,70645,87485,32678,127594,79330,63158,551688,328620,53252,104472,350867,236122,22181,260298,34463,297083,959016,259692,82092,405436,3622861,2245,1955,3541,1903,23,9090,37854,60975,977,1628,953,4688,1443,19382,17078,0,1175,1677,2485,999,447,654,3644,432,1855,548,740,275,184,138,520,4651,182,1877,968,258,345,177,585,743,777,825,500,10549,903,1809,8713,258,643,156,2308,3076,5562,1752,58,7942,46210,64189,1088,1258,677,4873,1264,5890,40385,614,1336,3418,2613,1322,794,655,3885,611,1816,707,194,327,338,129,971,4115,266,2024,543,286,825,121,864,669,396,1199,967,11005,1371,1411,6929,263,757,534
20200825,110999,363363,92217,69683,293711,211947,81573,110949,285902,568621,63073,84652,613017,400985,67621,89752,105075,97619,309768,109030,197164,600438,83578,157859,5775598,55877,3224547,117498,69651,70727,88381,33533,127903,80390,63888,562113,329821,54528,106460,359638,237583,22548,261174,35305,299628,963655,261194,82447,412553,3669995,2213,3488,4916,1417,34,6112,38229,57224,1201,1461,876,4639,1502,7117,47134,450,1114,1567,2545,851,609,459,3962,613,1715,763,143,339,173,141,741,2912,225,2447,398,232,1118,82,896,855,309,1060,730,10425,1276,1988,8771,367,842,355,2298,3325,5436,1741,57,7911,45590,63922,1091,1289,710,4855,1287,6139,40026,609,1307,3351,2580,1262,795,664,3925,608,1852,722,186,333,301,128,962,4116,252,2077,534,275,835,123,851,685,394,1188,970,10833,1381,1419,7052,269,771,531
20200826,112094,365606,92557,70382,294193,215784,82271,112653,291374,573888,63802,84818,615701,402365,68020,89784,105243,97825,310836,110549,202361,607382,83824,160165,5820689,56649,3310234,117742,70714,70974,89082,34418,128380,81646,64779,572243,330967,55864,108403,370188,239010,22951,262540,36307,302147,968297,262507,83030,419849,3717156,2243,5472,5267,1380,32,6944,45091,85687,1146,1427,1366,4642,1313,7296,47161,482,1068,2684,2519,1095,340,699,3837,698,1704,729,166,399,168,206,1519,5197,246,2306,772,244,1063,247,701,885,477,1256,891,10130,1336,1943,10550,403,1002,583,2279,3378,5393,1728,53,8407,44739,65257,1099,1297,773,4825,1294,6433,39455,591,1271,3342,2546,1216,738,619,3953,606,1868,723,180,343,277,133,960,4187,238,2103,571,272,830,134,836,713,406,1176,964,10695,1369,1447,7258,277,804,527
20200827,113129,367796,92964,70984,294638,219435,82945,114663,297485,579914,64689,85005,618286,404102,68511,89814,105408,98062,311855,111219,205581,613378,83958,162884,5866560,57669,3387500,117988,71856,71165,89982,35529,128836,83150,65653,581995,332509,57085,110403,380292,240571,23169,263949,37292,304583,972972,263998,83500,429507,3761391,2190,6111,6026,1737,30,5996,45871,77266,1542,1561,1409,4675,1491,9658,44235,445,1019,2585,2436,1035,407,602,3651,674,2010,887,187,491,165,237,670,3220,134,2719,1020,246,1142,191,900,1111,456,1504,874,9752,1221,2000,10104,218,985,470,2248,3814,5297,1719,48,8202,44303,66165,1127,1306,837,4801,1312,6584,38323,569,1238,3244,2533,1191,702,613,3940,604,1895,729,177,359,254,140,920,4147,222,2148,616,265,827,140,824,755,404,1180,942,10585,1368,1470,7444,269,797,522
20200828,114409,369911,93390,71557,295053,223612,83578,117172,304947,585738,65480,85005,620132,405972,68901,89836,105558,98285,312924,112141,209544,621997,83958,165887,5912756,58810,3463972,118196,72921,71346,90624,36456,129342,84468,66499,590492,333806,58489,112000,392009,242126,23777,265409,38485,306794,977730,265515,83952,439286,3804803,2115,7462,5824,1870,22,8619,46196,76472,1297,1555,1460,4758,1517,9779,43412,415,1069,1846,2211,1280,426,573,4177,633,2509,791,0,390,150,223,922,3963,0,3003,1141,208,1065,181,642,927,506,1318,846,8497,1404,1597,11717,608,1193,452,2220,3949,5312,1704,44,7550,42989,67004,1115,1310,900,4782,1332,6891,37806,554,1216,2928,2494,1176,636,602,3952,600,1947,726,162,363,234,148,909,3992,197,2197,667,262,821,146,802,779,410,1173,906,10384,1375,1494,7827,292,825,489
20200829,115354,371816,93732,72128,295372,227446,84224,119751,304947,591712,66239,85005,622551,408009,69328,89863,105684,98497,313911,112906,213131,629961,83958,169195,5958776,59645,3542733,118407,73679,71523,91337,37340,129639,85833,67353,599884,334916,60056,113465,401239,242835,24094,266853,39699,308925,982573,267064,84599,439286,3846153,1905,0,5974,2037,27,7964,46020,78761,1110,709,1444,4843,1549,0,41350,319,987,2419,2131,945,342,571,3834,646,2579,759,0,427,126,212,765,3587,0,3308,835,211,758,177,713,884,297,1365,854,9392,1567,1465,9230,317,1214,647,2196,3713,5286,1722,42,8119,42888,68056,1120,1311,958,4769,1353,6891,37790,523,1185,2778,2457,1158,585,589,3919,609,1997,725,149,373,213,154,873,3944,181,2266,690,257,812,158,762,809,415,1176,879,10228,1360,1517,8010,300,854,481
20200830,115968,373570,94241,72679,295636,231177,84636,121930,315813,595841,66870,85544,625056,409974,69690,89895,105795,98727,314821,113648,217396,639435,83958,172053,5994130,60174,3621245,118575,73912,71687,92065,38561,129888,86785,67958,607904,336668,61399,114020,408426,243305,24367,268218,39699,310822,987470,268546,85042,439286,3862311,1754,10866,4129,1965,32,9474,35354,78512,1752,470,1365,4897,1482,0,16158,264,910,2505,1897,614,509,551,3731,412,2179,631,539,362,111,230,742,4265,0,2858,529,168,233,164,728,1221,249,952,605,8020,1343,555,7187,273,0,443,2169,4489,5263,1716,37,8117,42456,69542,1166,1307,1022,4768,1374,6891,37294,459,1163,2694,2448,1116,567,587,3875,602,2031,728,176,384,197,161,865,4010,177,2322,691,250,811,155,723,850,420,1166,849,9969,1351,1524,8133,311,802,480
20200831,116598,375212,94715,73232,295849,234934,85109,124132,318986,599560,67372,85722,627041,411726,70231,89914,105872,98939,315772,113767,220819,647166,84379,174796,6028642,61014,3691166,118778,74074,71843,92982,39460,130918,87540,68396,615094,338083,62590,116596,417735,244802,24618,269214,41287,312996,992402,270133,85236,462858,3908272,1642,3173,3719,1752,19,7731,34512,69921,1415,1497,996,4932,1587,23572,45961,213,951,1985,2174,630,474,553,3757,473,2202,502,178,541,77,212,119,3423,421,2743,840,203,162,156,917,899,1030,755,438,7190,1191,2576,9309,251,1588,194,2126,4461,5273,1730,34,7944,42354,70606,1216,1293,1070,4775,1399,7413,39193,474,1133,2654,2418,1098,570,589,3914,592,2080,721,178,406,184,168,858,4025,194,2388,716,244,795,161,746,873,479,1168,834,9888,1359,1560,8472,315,872,479
20200901,117267,376894,94979,73802,296149,238338,85811,126279,323968,606036,67922,85928,628259,413145,70805,89933,105944,99115,316670,114309,224264,652037,84521,177571,6071171,61769,3769523,118994,74893,71962,93552,40529,131422,88593,69023,624026,339415,63781,118538,428239,246015,25117,270189,42184,314946,997072,271705,85487,470973,3950931,1682,4982,6476,1419,19,4871,42529,78357,1332,1213,975,4670,1572,8115,42659,300,898,1218,1950,669,264,570,3404,702,2147,550,206,574,72,176,542,3445,142,2775,755,216,819,119,570,1069,504,1053,627,8932,1191,1942,10504,499,897,251,2076,4817,5343,1735,31,7896,42152,71591,1231,1278,1111,4771,1421,7627,38827,451,1096,2580,2329,1018,561,589,3831,596,2116,718,179,421,170,169,812,3932,182,2466,721,238,789,164,769,877,453,1170,813,9636,1356,1581,8734,331,896,471
20200902,117928,378752,95627,74660,297014,242284,86478,128833,331060,610957,68517,85928,630595,414739,71540,89953,106032,99280,317486,115457,226440,657129,84532,180646,6111774,62526,3853406,119206,75644,72141,94084,41649,131941,89891,69619,633321,340929,65453,121464,439172,247411,25773,271515,43305,317528,1001965,273301,85911,479554,3997865,1858,7092,4921,1594,20,5092,40603,83883,1514,1396,1326,4893,1596,8581,46934,865,816,2336,2582,661,648,858,3946,667,2554,595,0,735,88,165,1148,2176,11,3075,757,212,751,179,532,1120,519,1298,596,9295,1672,2926,10933,656,1121,424,2034,5323,5280,1764,30,7701,41671,72606,1280,1265,1160,4779,1442,7763,38658,469,1057,2467,2317,920,536,603,3820,595,2155,708,166,443,158,169,784,3762,158,2550,731,232,769,167,738,908,467,1162,778,9367,1367,1678,9037,355,921,459
20200903,118781,380746,96629,75356,297512,247039,87378,131300,338220,616894,69129,86380,633015,416501,72154,89986,106121,99425,318319,116360,228403,657129,84729,184268,6155692,63158,3936747,119420,76358,72302,94914,42877,132527,91256,70278,641574,342708,66855,124455,451198,248840,26452,272912,44458,319686,1006923,274943,86544,488513,4041638,1994,7160,5937,1762,33,0,43918,83341,1779,1429,1397,4958,1642,8959,43773,498,833,2420,2158,853,1002,696,4755,900,2467,612,452,614,89,145,903,1963,197,3622,632,214,714,161,830,1228,586,1365,659,8253,1402,2991,12026,679,1153,633,2013,5835,5221,1761,30,7051,41660,73637,1322,1253,1200,4792,1459,7901,38547,468,1025,2363,2266,908,544,608,3874,615,2178,697,187,454,146,171,775,3599,148,2647,739,228,741,168,790,945,493,1164,741,9133,1373,1775,9308,386,956,455
20200904,119580,382772,96629,76173,298025,252075,88243,134069,347267,623090,69820,86380,635078,418469,72766,90008,106225,99582,319141,117175,232072,670145,84985,187537,6205799,63798,4023179,119637,77040,72485,95596,44236,133141,92595,70866,650063,344686,68605,126419,461882,250283,27249,274644,45680,321615,1011987,276555,87174,498989,4091801,2026,9047,6196,1968,22,13016,50107,86432,1978,1443,1732,5064,1612,10476,50163,513,822,2063,1929,799,0,817,5036,865,2769,691,0,612,104,157,815,3669,256,3269,640,217,682,183,682,1359,614,1339,588,8489,1750,1964,10684,797,1222,630,2001,5379,5240,1764,28,7363,41795,74820,1387,1232,1256,4808,1488,8067,39962,460,997,2267,2233,868,483,623,3928,641,2223,681,187,470,137,174,764,3551,145,2724,744,225,721,170,800,982,487,1160,708,9138,1383,1836,9489,407,968,449
20200905,120241,384666,98776,76907,298025,256719,88963,136966,347267,629409,70387,86380,636884,420434,73471,90025,106301,99712,319932,118045,234570,676848,84985,190665,6249850,64352,4113811,119864,77481,72663,96305,45277,133511,93864,71467,658456,346513,70160,128936,471806,251058,27752,276338,46920,323565,1017131,278228,87825,498989,4123000,1894,0,6319,1965,17,6703,44051,90632,1827,775,1694,5144,1673,0,31199,0,791,1806,1950,661,2147,734,4644,720,2897,567,0,705,76,130,870,2498,0,3128,554,227,441,178,709,1041,370,1269,601,8393,1555,2517,9924,503,1240,651,1991,5122,5228,1766,27,7199,41769,76348,1423,1228,1300,4829,1514,8067,38617,418,969,2131,2210,844,587,633,3976,643,2259,658,187,490,126,177,783,3380,134,2798,741,221,688,170,773,1011,497,1166,682,8954,1382,1929,9643,426,988,454
20200906,120769,386658,99333,77857,298903,260370,89582,139171,347268,634023,70824,87072,638517,422510,73984,90058,106361,99863,320688,118045,237365,683702,84985,194109,6280981,64764,4204613,120095,77683,72859,97043,46257,133890,95014,71918,666521,349500,72394,130644,478792,251728,28156,277634,46920,325157,1022228,279806,88367,498989,4137521,1992,1,4614,2076,33,6854,31131,90802,2987,670,1296,5097,1578,0,14521,878,756,1633,1592,528,557,950,3651,619,2205,437,692,513,60,151,0,2795,0,3444,412,231,202,196,738,980,379,1150,451,8065,2234,1708,6986,404,0,542,1982,4772,5276,1775,26,7033,41533,78448,1561,1231,1306,4850,1540,8067,37981,403,944,2053,2183,830,584,663,4002,647,2271,647,236,498,117,180,734,3412,130,2898,732,221,678,171,725,1023,505,1179,661,8956,1432,1999,9760,445,936,459
20200907,121604,388810,99898,78702,299233,264684,90387,141424,367174,637509,71126,87328,639362,424274,74454,90078,106425,100041,321456,110092,238727,689977,85558,196989,6305037,64814,4280422,120348,77828,73031,97578,47236,134295,95897,72213,671848,352451,73780,133975,488007,253626,28716,278784,48780,327359,1027334,281509,88769,525549,4147794,2152,19906,3486,1764,20,6275,24056,75809,2951,1898,1150,5106,1703,26560,10273,330,768,845,2202,835,565,845,4314,805,2253,302,256,470,64,178,-7953,1362,573,2880,50,253,145,172,535,979,405,883,295,5327,1386,3331,9215,560,1860,402,1976,6054,5272,1765,26,6832,40548,79507,1702,1250,1320,4880,1558,8580,37495,427,914,1994,2163,818,592,677,4050,673,2299,630,201,512,109,183,129,3177,158,2970,667,220,664,170,721,1040,479,1183,647,8583,1466,2107,9796,467,1023,477
20200908,122308,391112,100131,79792,299659,269578,91244,143914,373718,642860,71526,87590,640441,425541,75098,90087,106498,100228,322237,110757,241987,691575,85707,200035,6331773,65218,4370128,120579,78721,73208,98407,48138,135757,97033,72724,671533,354932,75721,137565,500034,254957,29877,280153,49897,329251,1032354,283270,89141,534513,4162073,2302,6544,5351,1267,9,1598,26736,89706,2481,1331,1369,5020,1761,8964,14279,426,781,1079,1892,704,233,1090,4894,857,2490,400,262,644,73,187,665,3260,149,3046,404,231,893,177,829,902,1462,1136,511,-315,1941,3590,12027,1161,1117,372,1982,6273,5303,1754,24,6510,39727,81827,1794,1241,1356,4907,1577,8711,35148,425,891,1959,2116,808,565,722,4117,691,2355,604,210,534,102,186,123,3202,152,3013,667,220,648,177,716,1043,561,1189,631,7816,1514,2222,10028,524,1042,478
20200909,123345,393425,100937,81085,300030,273821,92082,146511,383292,647321,71947,87939,642431,427027,75981,90100,106584,100403,323012,112166,245143,696190,85880,203342,6365325,65597,4465863,120846,79622,73402,99042,49219,136135,98304,73264,686851,357613,77878,141097,512293,256433,31036,281583,51224,331078,1037526,284943,89691,543379,4197889,2313,9574,4461,1486,13,4615,33552,95735,2681,1476,1430,5172,1673,8866,35816,371,775,1990,1827,1037,806,1293,4243,838,2597,421,349,883,86,175,1409,3156,173,3307,379,267,901,194,635,1081,378,1271,540,15318,2157,3532,12259,1159,1327,550,1987,6566,5245,1762,23,6343,38903,82545,1903,1245,1360,4945,1603,8824,34338,417,870,1909,2067,804,599,765,4146,701,2418,582,223,569,96,184,116,3056,147,3084,639,222,636,173,711,1057,554,1190,606,8186,1572,2335,10150,578,1066,476
20200910,124205,395488,101716,82016,300371,278418,92822,149146,392243,652364,72453,88337,644438,428669,76911,90127,106661,100557,323720,113206,248947,702776,86194,207203,6401685,65802,4562414,121052,80306,73591,99715,50465,136956,99684,73916,694664,360544,79767,145526,524198,258149,32413,283180,52549,332970,1042836,286455,90568,554143,4238446,2063,8951,5043,1642,27,6586,36360,96551,2931,1716,1597,5310,1512,10764,40557,341,708,2007,1892,860,779,931,4597,740,2635,506,398,930,77,154,1040,3804,314,3861,205,206,684,189,673,1246,821,1380,652,7813,1889,4429,11905,1377,1325,877,1978,6768,5175,1755,22,6386,38223,83922,2003,1256,1374,4990,1604,8903,34075,410,848,1868,2028,791,625,788,4213,706,2463,555,238,600,90,178,142,3098,160,3166,581,219,604,173,695,1067,580,1181,590,8048,1620,2509,10279,660,1090,505
20200911,125172,397801,102232,83370,300955,282672,93475,152373,401890,658299,73047,88337,646398,430535,77842,90145,106729,100708,324407,114732,252964,710067,86505,210940,6449207,66049,4659984,121287,81009,73784,100330,51919,137676,101075,74558,702088,364088,82197,148564,535705,259735,33860,284796,53969,334762,1048257,288126,91537,566326,4282164,2313,9647,5935,1866,18,7291,47522,97570,3544,1586,1616,5421,1671,12183,43718,584,687,1960,1792,967,516,1354,4254,653,3227,594,0,931,68,151,1526,4017,311,3737,247,235,703,193,615,1454,720,1391,642,7424,2430,3038,11507,1447,1420,969,1992,6925,5183,1755,22,6291,38318,85429,2163,1258,1385,5038,1615,9074,34097,422,820,1876,1998,769,632,844,4219,707,2514,541,238,639,84,173,185,3101,182,3218,517,221,578,174,693,1105,595,1186,576,7971,1693,2612,10264,720,1106,542
20200912,125982,399940,103092,84709,301481,286778,94211,155558,402811,663973,73650,88337,648214,432666,78849,90168,106803,100856,325050,116451,257863,716670,86505,214746,6490330,67136,4754356,121523,81658,73975,101041,53120,138164,102386,75206,708964,367592,84435,152722,546481,260817,35401,286297,55454,336044,1053663,289635,92478,566326,4315687,2139,921,5674,2131,23,6603,41123,94372,3504,1082,1501,5406,1509,0,33523,526,643,1816,1282,810,860,1339,4106,736,3185,603,0,1007,74,148,1719,4899,0,3806,1087,236,649,191,711,1201,488,1311,648,6876,2238,4158,10776,1541,1485,941,2009,6990,5162,1761,22,6194,37968,86545,2334,1284,1389,5078,1612,9074,33538,436,796,1833,1937,759,669,899,4238,713,2558,529,238,680,80,169,253,3195,182,3254,535,223,570,175,693,1127,609,1182,561,7791,1741,2804,10374,808,1125,563
20200913,126791,402029,103660,85876,302020,290309,94764,158122,402893,668381,74152,89746,649793,434748,79489,90197,106855,101009,325651,118594,261216,722832,86505,218382,6524954,67789,4846427,121740,81909,74173,101745,54159,138640,103495,75646,716319,370930,86686,155604,555537,261737,36188,287753,55454,337520,1059024,291162,93455,566326,4330455,2089,82,4408,2082,29,6162,34624,92071,3338,920,1456,5361,1527,0,14768,539,601,1579,1476,809,568,1167,3531,553,2564,502,1409,640,52,153,2143,3353,0,3636,653,217,251,198,704,1039,476,1109,440,7355,2251,2882,9056,787,0,977,2033,6220,5181,1770,22,5957,37916,87513,2447,1317,1395,5111,1615,9074,33439,456,774,1767,1907,773,673,943,4224,723,2585,520,300,700,76,163,353,3130,182,3309,544,226,571,178,691,1114,625,1194,549,7744,1806,2970,10508,844,1125,601
20200914,127619,404648,104110,87194,302424,294478,95472,160679,425870,671716,74529,90222,650749,436433,80266,90219,106920,101177,326258,118911,265888,729619,86505,221523,6558900,68620,4930236,121975,82172,74360,102204,55329,140098,104187,75914,721892,373555,88203,160368,565446,263222,37222,288761,57361,339332,1064438,292878,94306,593730,4345610,2619,22977,3335,1685,22,6787,33946,83809,2625,1485,1008,5414,1716,27404,15155,404,607,956,1812,828,450,1318,4169,708,2557,377,476,777,65,168,317,4672,0,3141,831,235,263,187,459,1170,1458,692,268,5573,1517,4764,9909,1034,1907,851,2103,7635,5154,1765,22,5890,37876,88505,2534,1316,1396,5145,1625,9348,31238,470,749,1693,1881,787,671,997,4253,740,2611,511,321,717,75,160,367,3219,152,3338,543,228,578,180,659,1134,656,1189,537,7628,1830,3127,10551,900,1148,648
20200915,128286,407353,104803,88673,303089,298702,96301,163678,433905,676487,75134,90660,651521,437983,80940,90235,106984,101340,326930,119553,269407,733860,87345,225030,6598091,68620,5020359,122214,82684,74552,102832,56788,140900,105298,76446,728590,376670,90324,164402,577338,265014,38896,289990,58137,341056,1069873,294620,94795,603167,4382263,2705,8035,4771,1550,16,4241,39191,90123,3115,1792,1229,5435,1742,9437,36653,665,672,772,1724,667,693,1479,4224,829,2999,605,438,674,64,163,642,3519,840,3507,0,239,512,192,628,1459,802,1111,532,6698,2121,4034,11892,1674,776,489,2176,7853,5032,1774,22,5845,37637,89345,2661,1357,1414,5200,1637,9442,30809,496,733,1662,1865,787,702,1062,4312,749,2671,515,338,724,74,159,375,3225,202,3390,489,230,557,185,663,1161,677,1193,530,7469,1896,3276,10650,984,1140,665
20200916,128872,410334,105521,90425,303634,303059,96999,166694,443869,680931,75734,91196,653444,439287,81782,90253,107056,101500,327551,121525,272934,738020,87575,228993,6636642,69660,5118253,122449,82924,74763,103466,58327,141852,107011,76997,736377,380677,92016,170465,589012,266869,41032,291442,59516,342671,1075485,296391,95948,614360,4419083,2981,9964,4444,1304,18,4160,38551,97894,4007,1855,1452,5612,1771,11193,36820,545,621,1923,1615,586,718,1752,4357,698,3016,600,536,842,72,160,1972,3527,230,3963,1040,235,240,211,634,1539,952,1713,551,7787,1692,6063,11674,2136,1379,1153,2256,8058,4998,1753,21,5778,37491,90346,2839,1390,1423,5251,1649,9629,30087,473,719,1632,1796,782,707,1126,4341,752,2704,516,376,732,73,159,433,3321,217,3453,510,232,520,187,670,1191,708,1223,527,7361,1897,3500,10703,1090,1158,717
20200917,129419,413149,106136,92262,304386,307385,97824,170373,454266,684113,76571,91753,655572,441150,82568,90294,107134,101641,328144,122257,276289,744400,87885,232628,6681372,70120,5214677,122693,83664,74987,104138,59573,142879,108690,77488,743945,384087,94504,175256,601713,269048,44155,293025,60818,344264,1081152,298039,97976,625651,4455386,2815,10397,3182,1863,41,6380,44730,96424,3410,2179,1583,5667,1648,11291,36303,752,593,2128,1593,547,615,1837,4326,825,3679,837,557,786,78,141,732,3355,310,3635,460,244,740,224,672,1246,1027,1679,491,7568,2488,4791,12701,3123,1302,2028,2315,8289,4801,1761,22,6234,37549,91281,2956,1443,1437,5302,1650,9796,29553,491,702,1611,1756,760,679,1208,4310,746,2791,532,384,744,72,158,421,3420,225,3454,497,234,522,192,659,1193,739,1245,515,7312,1975,3629,10751,1265,1169,817
20200918,130051,416198,106732,94345,305031,311690,98528,173703,467421,688954,77328,91753,657627,442827,83433,90311,107199,101772,328720,124129,279526,750098,88237,236519,6730088,70611,5308014,122917,84344,75230,104879,61593,144053,110217,78061,750471,388416,97264,179071,613658,271247,46262,294932,62374,345805,1086955,299810,99649,640040,4495183,3049,13155,4841,1677,17,5698,48716,93337,4329,2199,1907,5803,1771,14389,39797,645,576,2055,1541,632,596,2083,4305,704,3330,757,0,865,65,131,1872,3237,352,3891,491,224,680,243,741,2020,1174,1527,573,6526,2760,3815,11945,2107,1556,1673,2388,8582,4705,1740,22,5711,37449,91774,3124,1497,1449,5355,1661,10075,28813,500,684,1611,1728,748,722,1298,4258,735,2831,536,384,762,70,156,497,3390,232,3499,487,234,522,196,663,1240,779,1259,514,7172,2047,3761,10841,1358,1192,891
20200919,130470,419043,107700,96261,305671,315597,99049,177048,467614,694121,78330,91753,659656,444674,84242,90334,107262,101900,329271,125620,283460,756412,88237,240687,6774138,71143,5400619,123146,85152,75461,105601,62797,144607,111550,78662,758398,392845,99816,183602,622934,272932,48306,296569,63712,347372,1092915,301348,100748,640040,4528240,2845,193,5167,1847,23,6314,44050,92605,4429,1685,1637,5960,1538,0,33057,640,551,2029,1567,419,968,1916,3907,521,3345,1002,0,809,63,128,1491,3934,0,4168,532,229,808,231,722,1204,554,1333,601,7927,2552,4531,9276,2044,1338,1099,2456,8596,4622,1731,22,5683,37449,91915,3309,1562,1445,5413,1651,10075,28946,546,667,1627,1701,731,637,1382,4206,720,2863,567,384,769,69,156,541,3492,232,3573,485,234,548,200,664,1251,793,1263,514,7139,2118,3905,10795,1468,1199,923
20200920,130676,422140,108289,98217,306304,319035,99434,180119,467614,697663,79240,93475,661211,446274,84916,90369,107307,102015,329754,126419,286743,762865,88237,244676,6810352,71616,5487580,123376,85444,75674,106203,64122,145750,112781,79142,765076,396744,101743,187902,631365,273965,49290,298156,63712,348918,1098958,302867,102295,640040,4544629,3097,0,3542,1600,35,6453,36214,86961,3899,1033,1587,6043,1519,0,16389,633,483,1555,1546,206,589,1956,3438,385,3071,910,1722,674,45,115,799,3283,0,3989,473,230,292,213,602,1325,1143,1231,480,6678,1927,4300,8431,984,0,1547,2534,8596,4546,1697,22,5655,37812,91641,3375,1588,1466,5481,1647,10075,29079,529,648,1621,1697,708,640,1454,4190,704,2925,601,457,781,68,154,598,3527,232,3612,489,234,554,201,654,1276,847,1269,516,7040,2096,4090,10898,1510,1199,995
20200921,130986,425481,108783,100491,306886,322856,99964,182900,496851,700580,79988,94051,661936,447468,85595,90381,107374,102141,330246,126711,290190,768895,88237,248852,6862816,72075,5562663,123604,85681,75898,106810,65276,147583,113589,79462,770435,401122,103119,190929,640147,275560,50764,299506,65602,350621,1105048,304610,103392,671468,4558040,3341,29237,2917,1194,12,6030,52464,75083,4378,1595,1350,6090,1743,31428,13411,582,492,725,1703,310,494,2274,3821,530,2781,748,576,679,67,126,292,3447,0,4176,459,228,237,224,607,1154,1833,808,320,5359,1376,3027,8782,1474,1890,1097,2619,9263,4505,1657,22,5637,39841,91589,3477,1567,1480,5551,1650,10423,29303,547,628,1612,1662,670,635,1556,4155,684,2963,633,480,796,68,150,1187,3676,191,3705,519,233,561,205,659,1289,949,1264,518,7042,2096,4068,10867,1575,1202,1045
