Fecha Entrada,Malaysia,Eritrea,Angola,Bolivia,Norway,Estonia,Thailand,Benin,Burma,Haiti,Finland,Denmark,Taiwan,Maldives,Ghana,Iran,Dominican Republic,Ethiopia,Diamond Princess,Netherlands,South Sudan,Pakistan,Iraq,Australia,Montenegro,Congo Brazzaville,Belize,Uganda,Equatorial Guinea,Kiribati,Mauritius,Solomon Islands,Dominica,West Bank and Gaza,Kuwait,Ukraine,Francia,Azerbaijan,New Zealand,Albania,Bosnia and Herzegovina,Muertes México,Malta,Algeria,Togo,Poland,Seychelles,Serbia,MS Zaandam,Oman,Fiji,Congo Kinshasa,Liberia,Guyana,Hungary,Uruguay,South Africa,Papua New Guinea,Chile,Namibia,Comoros,Laos,United Arab Emirates,China,Vietnam,Saint Lucia,Cyprus,Central African Republic,Latvia,Kazakhstan,Egypt,Cameroon,Senegal,Portugal,Holy See,Djibouti,Saudi Arabia,Ireland,Ecuador,Vanuatu,Philippines,Peru,Guinea,Georgia,Bahamas,Switzerland,Trinidad and Tobago,Sweden,Slovakia,Singapore,Sao Tome and Principe,Guinea-Bissau,Syria,Paraguay,Mongolia,North Korea,Luxembourg,Zimbabwe,Indonesia,Afghanistan,Mozambique,Estados Unidos,Lithuania,Honduras,Niger,Libya,Chad,India,Nicaragua,Kenya,Burundi,Uzbekistan,Mali,Slovenia,Qatar,Iceland,Yemen,Kyrgyzstan,Greece,Samoa,Suriname,Marshall Islands,Bulgaria,Sierra Leone,Guatemala,Tunisia,Antigua and Barbuda,Brunei,North Macedonia,Cabo Verde,Tanzania,Palau,Jordan,El Salvador,Croatia,Bhutan,Botswana,Saint Vincent and the Grenadines,Belarus,Jamaica,Barbados,Cambodia,Rwanda,Panama,Nepal,Mauritania,Gabon,Sudan,Armenia,Kosovo,Zambia,Nigeria,South Korea,Canada,Somalia,Romania,Timor-Leste,Japan,Colombia,Burkina Faso,Reino Unido,Bahrain,Austria,Tajikistan,Morocco,Venezuela,Israel,Grenada,Argentina,Alemania,Czechia,Monaco,Cuba,Sri Lanka,San Marino,Malawi,Italia,Costa Rica,Andorra,Antarctica,Gambia,Tonga,Liechtenstein,Bangladesh,Russia,Moldova,Eswatini,Turkey,Belgium,España,Madagascar,Lesotho,Lebanon,Brazil,Muertes,Fecha,Column1,Nuevas Muertes,Velocidad Muertes,Diferencia Velocidad
20220819,36130,103,1917,22164,3890,2642,32000,163,19437,838,5467,6895,9572,307,1459,143288,4384,7571,13,23210,138,30548,25338,13325,2765,386,680,3628,183,13,1020,153,68,5691,2562,116549,154541,9784,1825,3575,15980,328871,799,6878,281,116860,168,16509,2,4628,875,1393,294,1278,47083,7429,102066,664,60135,4074,161,757,2341,14829,43103,388,1152,113,5920,19032,24786,1933,1968,24772,0,189,9274,7782,35812,14,61261,215209,447,16883,823,13953,4092,19682,20236,1576,76,174,3160,19448,2124,6,1121,5589,157343,7759,2219,1040355,9254,10965,312,6436,193,527289,244,5673,38,1637,739,6755,681,179,2153,2991,32028,29,1382,13,37539,126,19309,29209,144,225,9440,410,841,6,14095,4218,16552,21,2777,115,7118,3235,529,3056,1466,8444,11990,992,306,4961,8643,3188,4016,3147,25980,43740,1361,66462,135,36579,141406,387,187731,1513,20546,125,16269,5784,11525,234,129566,146504,40714,61,8529,16646,118,2675,174571,8808,154,0,368,12,86,29315,375658,11693,1419,100400,32436,112128,1410,704,10596,682358,6451050,20220818,,2642,1.000,0.000
