Fecha,Confirmados,Sospechosos,Negativos,Muertes,Casos Nuevos,Porcentaje Nuevos,Distribución Probabilidad,Velocidad Contagio,Nuevos Sospechosos,Nuevos Negativos,Nuevas Muertes,Diferencia Velocidad Contagio,Recuperados,Nuevos Recuperados,Predicción Factor Mañana,Predicción Confirmados Mañana,Error,Activos,Nuevos Activos,Velocidad Muertes,Diferencia Velocidad Muertes,Velocidad Recuperados,Diferencia Velocidad Recuperados,Velocidad Negativos,Diferencia Velocidad Negativos,Velocidad Sospechosos,Diferencia Velocidad Sospechosos,Proyección,Column1,Pruebas,Nuevas Pruebas,Velocidad Pruebas,Diferencia Velocidad Pruebas
20210704,2540068,441710,4598836,233622,2611,0.10,8.05512E-05,1.001,-804,5428,42,-0.001431481902996130000000000000,2266489,4498,4906,2544974,-0.001359019,39957,-1929,1.000,-0.000484214932149118000000000000,1.001988514,0.000377605178335072000000000000,1.001181693,-0.002305842420732280000000000000,0.998183108,-0.000737865411153615000000000000,2543520,22098592,7580614,7235,1.00095532,-0.001920072
