COUNT,SECTOR,SEXO,TIPO_PACIENTE,FECHA_DEF,NEUMONIA,EDAD,DIABETES,HIPERTENSION,OBESIDAD,TABAQUISMO,RESULTADO,ESTADO,ALGUNA COMORBILIDAD
1,PR,H,,,S,k,,,,,1,M,
1,PR,H,,,S,k,,,,,1,N,
1,PR,H,,,S,k,,,,,1,P,
4,PR,H,,,S,k,,,,,1,h,
1,PR,H,,,S,k,,,,S,1,D,S
1,PR,H,,,S,k,,,,S,1,h,S
1,PR,H,,,S,k,,,S,,1,h,S
8,PR,H,,,S,k,D,D,D,D,1,Y,
1,PR,H,,,S,k,D,D,D,D,1,h,
1,PR,H,,,S,k,S,,,,1,h,S
2,PR,H,,,S,l,,,,,1,D,
1,PR,H,,,S,l,,,,,1,V,
10,PR,H,,,S,l,,,,,1,h,
1,PR,H,,,S,l,,,,S,1,M,S
6,PR,H,,,S,l,D,D,D,D,1,Y,
1,PR,H,,,S,l,S,S,S,,1,h,S
2,PR,H,,,S,m,,,,,1,D,
1,PR,H,,,S,m,,,,,1,E,
1,PR,H,,,S,m,,,,,1,M,
12,PR,H,,,S,m,,,,,1,h,
1,PR,H,,,S,m,,,,S,1,h,S
1,PR,H,,,S,m,,S,,,1,L,S
11,PR,H,,,S,m,D,D,D,D,1,Y,
2,PR,H,,,S,n,,,,,1,M,
1,PR,H,,,S,n,,,,,1,V,S
4,PR,H,,,S,n,,,,,1,h,
1,PR,H,,,S,n,,,,,1,h,S
2,PR,H,,,S,n,,,,S,1,h,S
1,PR,H,,,S,n,,,S,,1,B,S
1,PR,H,,,S,n,,,S,,1,e,S
2,PR,H,,,S,n,,,S,,1,h,S
1,PR,H,,,S,n,,S,S,,1,h,S
5,PR,H,,,S,n,D,D,D,D,1,Y,
1,PR,H,,,S,n,S,,,S,1,h,S
1,PR,H,,,S,o,,,,,1,B,
3,PR,H,,,S,o,,,,,1,D,
3,PR,H,,,S,o,,,,,1,M,
1,PR,H,,,S,o,,,,,1,V,
11,PR,H,,,S,o,,,,,1,h,
9,PR,H,,,S,o,D,D,D,D,1,Y,
1,PR,H,,,S,o,D,D,D,D,1,h,
1,PR,H,,,S,o,S,,,,1,h,S
1,PR,H,,,S,o,S,,S,S,1,h,S
1,PR,H,,,S,o,S,S,,,1,h,S
1,PR,H,,,S,p,,,,,1,D,
1,PR,H,,,S,p,,,,,1,J,
2,PR,H,,,S,p,,,,,1,M,
9,PR,H,,,S,p,,,,,1,h,
1,PR,H,,,S,p,,S,S,,1,B,S
5,PR,H,,,S,p,D,D,D,D,1,Y,
1,PR,H,,,S,q,,,,,1,B,
1,PR,H,,,S,q,,,,,1,M,
1,PR,H,,,S,q,,,,,1,P,
5,PR,H,,,S,q,,,,,1,h,
3,PR,H,,,S,q,,,,S,1,h,S
1,PR,H,,,S,q,,,S,,1,h,S
5,PR,H,,,S,q,D,D,D,D,1,Y,
1,PR,H,,,S,q,D,D,D,D,1,h,
1,PR,H,,,S,r,,,,,1,D,
1,PR,H,,,S,r,,,,,1,M,
8,PR,H,,,S,r,,,,,1,h,
1,PR,H,,,S,r,,,,S,1,e,S
1,PR,H,,,S,r,,,S,,1,h,S
6,PR,H,,,S,r,D,D,D,D,1,Y,
1,PR,H,,,S,s,,,,,1,D,
3,PR,H,,,S,s,,,,,1,h,
1,PR,H,,,S,s,,,S,,1,h,S
1,PR,H,,,S,s,,S,,,1,h,S
10,PR,H,,,S,s,D,D,D,D,1,Y,
2,PR,H,,,S,s,D,D,D,D,1,h,
1,PR,H,,,S,t,,,,,1,D,
6,PR,H,,,S,t,,,,,1,h,
1,PR,H,,,S,t,,,,S,1,V,S
1,PR,H,,,S,t,,,,S,1,h,S
5,PR,H,,,S,t,D,D,D,D,1,Y,
1,PR,H,,,S,t,D,D,D,D,1,h,
1,PR,H,,,S,u,,,,,1,B,
1,PR,H,,,S,u,,,,,1,M,
4,PR,H,,,S,u,,,,,1,h,
3,PR,H,,,S,u,D,D,D,D,1,Y,
1,PR,H,,,S,v,,,,,1,M,
1,PR,H,,,S,v,,,,,1,e,
6,PR,H,,,S,v,,,,,1,h,
1,PR,H,,,S,v,,S,S,,1,h,S
4,PR,H,,,S,v,D,D,D,D,1,Y,
1,PR,H,,,S,w,,,,,1,B,
1,PR,H,,,S,w,,,,,1,D,
1,PR,H,,,S,w,,,,,1,M,
1,PR,H,,,S,w,,,,,1,P,
4,PR,H,,,S,w,,,,,1,h,
1,PR,H,,,S,w,,,,S,1,h,S
1,PR,H,,,S,w,,S,S,,1,h,S
1,PR,H,,,S,w,D,D,D,D,1,Y,
1,PR,H,,,S,w,S,,,,1,h,S
1,PR,H,,,S,x,,,,,1,B,
1,PR,H,,,S,x,,,,,1,Y,
1,PR,H,,,S,x,,,,S,1,h,S
1,PR,H,,,S,x,,,S,,1,h,S
1,PR,H,,,S,x,,,S,S,1,h,S
1,PR,H,,,S,x,,S,S,S,1,M,S
4,PR,H,,,S,x,D,D,D,D,1,Y,
1,PR,H,,,S,x,D,D,D,D,1,h,
1,PR,H,,,S,y,,,,,1,B,
1,PR,H,,,S,y,,,,,1,L,
4,PR,H,,,S,y,,,,,1,h,
1,PR,H,,,S,y,,S,,,1,h,S
6,PR,H,,,S,y,D,D,D,D,1,Y,
1,PR,H,,,S,y,D,D,D,D,1,h,
1,PR,H,,,S,z,,,,,1,N,
6,PR,H,,,S,z,,,,,1,h,
1,PR,H,,,S,z,,,,,1,h,S
1,PR,H,,,S,z,,,,S,1,h,S
1,PR,H,,,S,z,,S,,,1,M,S
1,PR,H,,,S,z,,S,S,,1,h,S
8,PR,H,,,S,z,D,D,D,D,1,Y,
1,PR,H,,,S,z,D,D,D,D,1,h,
1,PR,H,,,S,z,S,,,,1,h,S
1,PR,H,,1,S,M,,,,,1,Y,S
1,PR,H,H,,,0,,,,,1,B,
2,PR,H,H,,,0,,,,,1,H,
1,PR,H,H,,,0,,,,,1,M,
2,PR,H,H,,,0,,,,,1,e,
9,PR,H,H,,,0,,,,,1,h,
1,PR,H,H,,,1,,,,,1,G,
6,PR,H,H,,,1,,,,,1,H,
2,PR,H,H,,,1,,,,,1,S,
2,PR,H,H,,,1,,,,,1,U,
2,PR,H,H,,,1,,,,,1,Y,
1,PR,H,H,,,1,,,,,1,e,S
21,PR,H,H,,,1,,,,,1,h,
1,PR,H,H,,,10,,,,,1,H,
1,PR,H,H,,,10,,,,,1,L,
1,PR,H,H,,,10,,,,,1,U,S
1,PR,H,H,,,10,,,,,1,e,
7,PR,H,H,,,10,,,,,1,h,
1,PR,H,H,,,11,,,,,1,H,
1,PR,H,H,,,11,,,,,1,S,
1,PR,H,H,,,11,,,,,1,U,
1,PR,H,H,,,11,,,,,1,Y,
5,PR,H,H,,,11,,,,,1,h,
4,PR,H,H,,,12,,,,,1,h,
2,PR,H,H,,,13,,,,,1,H,
1,PR,H,H,,,13,,,,,1,T,
3,PR,H,H,,,13,,,,,1,h,
2,PR,H,H,,,14,,,,,1,H,
1,PR,H,H,,,14,,,,,1,e,
2,PR,H,H,,,14,,,,,1,h,
1,PR,H,H,,,15,,,,,1,H,
1,PR,H,H,,,15,,,,,1,K,
1,PR,H,H,,,15,,,,,1,K,S
6,PR,H,H,,,15,,,,,1,h,
1,PR,H,H,,,16,,,,,1,H,
1,PR,H,H,,,16,,,,,1,J,
1,PR,H,H,,,16,,,,,1,V,
1,PR,H,H,,,16,,,,,1,Y,
1,PR,H,H,,,16,,,,,1,h,
1,PR,H,H,,,17,,,,,1,h,
2,PR,H,H,,,17,,,,,1,h,S
1,PR,H,H,,,18,,,,,1,P,
1,PR,H,H,,,18,,,,,1,P,S
1,PR,H,H,,,18,,,,,1,b,
2,PR,H,H,,,18,,,,,1,h,
1,PR,H,H,,,18,,,S,,1,H,S
1,PR,H,H,,,19,,,,,1,J,
2,PR,H,H,,,19,,,,,1,K,S
1,PR,H,H,,,19,,,,,1,h,
1,PR,H,H,,,2,,,,,1,B,
1,PR,H,H,,,2,,,,,1,D,
7,PR,H,H,,,2,,,,,1,H,
1,PR,H,H,,,2,,,,,1,H,S
1,PR,H,H,,,2,,,,,1,S,
1,PR,H,H,,,2,,,,,1,Y,
2,PR,H,H,,,2,,,,,1,e,
13,PR,H,H,,,2,,,,,1,h,
3,PR,H,H,,,20,,,,,1,H,
3,PR,H,H,,,20,,,,,1,h,
1,PR,H,H,,,20,,,S,,1,U,S
5,PR,H,H,,,3,,,,,1,H,
1,PR,H,H,,,3,,,,,1,S,
1,PR,H,H,,,3,,,,,1,U,
1,PR,H,H,,,3,,,,,1,e,
6,PR,H,H,,,3,,,,,1,h,
2,PR,H,H,,,4,,,,,1,H,
1,PR,H,H,,,4,,,,,1,N,
1,PR,H,H,,,4,,,,,1,P,
1,PR,H,H,,,4,,,,,1,S,
1,PR,H,H,,,4,,,,,1,U,
7,PR,H,H,,,4,,,,,1,h,
1,PR,H,H,,,4,,,S,,1,h,S
1,PR,H,H,,,5,,,,,1,B,
3,PR,H,H,,,5,,,,,1,H,
1,PR,H,H,,,5,,,,,1,K,S
1,PR,H,H,,,5,,,,,1,V,
1,PR,H,H,,,5,,,,,1,V,S
1,PR,H,H,,,5,,,,,1,Y,
9,PR,H,H,,,5,,,,,1,h,
1,PR,H,H,,,6,,,,,1,Y,
8,PR,H,H,,,6,,,,,1,h,
1,PR,H,H,,,6,,,,,1,h,S
1,PR,H,H,,,6,,S,S,,1,h,S
1,PR,H,H,,,7,,,,,1,H,
1,PR,H,H,,,7,,,,,1,J,
4,PR,H,H,,,7,,,,,1,Y,
8,PR,H,H,,,7,,,,,1,h,
1,PR,H,H,,,71,,,,,1,H,S
1,PR,H,H,,,71,,,,,1,J,
1,PR,H,H,,,71,,,,,1,Y,
1,PR,H,H,,,71,,,,,1,h,
1,PR,H,H,,,71,,,,,1,h,S
1,PR,H,H,,,71,S,,,,1,e,S
1,PR,H,H,,,71,S,,,,1,h,S
1,PR,H,H,,,71,S,S,,,1,B,S
1,PR,H,H,,,71,S,S,,,1,N,S
1,PR,H,H,,,71,S,S,,,1,V,S
1,PR,H,H,,,71,S,S,,,1,h,S
1,PR,H,H,,,72,,,,,1,N,
1,PR,H,H,,,72,,,,,1,Y,
1,PR,H,H,,,72,,,,,1,h,
2,PR,H,H,,,72,,,,,1,h,S
1,PR,H,H,,,72,,,S,S,1,V,S
1,PR,H,H,,,72,,S,,,1,J,S
1,PR,H,H,,,72,S,,,,1,h,S
1,PR,H,H,,,72,S,S,,S,1,h,S
1,PR,H,H,,,72,S,S,S,,1,V,S
1,PR,H,H,,,72,S,S,S,,1,h,S
1,PR,H,H,,,73,,,,,1,H,
2,PR,H,H,,,73,,,,,1,J,
1,PR,H,H,,,73,,,,,1,Q,S
1,PR,H,H,,,73,,,,,1,Y,
1,PR,H,H,,,73,,S,,,1,H,S
1,PR,H,H,,,73,S,,,,1,J,S
1,PR,H,H,,,73,S,,,,1,h,S
1,PR,H,H,,,73,S,S,,,1,K,S
1,PR,H,H,,,73,S,S,,,1,S,S
1,PR,H,H,,,74,,,,,1,B,
1,PR,H,H,,,74,,,,,1,H,
1,PR,H,H,,,74,,,,,1,J,
1,PR,H,H,,,74,,,,,1,M,
1,PR,H,H,,,74,,,,,1,U,
1,PR,H,H,,,74,,,,,1,e,
1,PR,H,H,,,74,,S,,,1,J,S
1,PR,H,H,,,74,,S,,,1,N,S
1,PR,H,H,,,74,,S,,,1,Y,S
1,PR,H,H,,,74,S,,,,1,Y,S
1,PR,H,H,,,74,S,,,,1,h,S
1,PR,H,H,,,74,S,,S,,1,J,S
1,PR,H,H,,,74,S,S,,,1,H,S
1,PR,H,H,,,74,S,S,,,1,J,S
1,PR,H,H,,,74,S,S,,,1,Y,S
1,PR,H,H,,,74,S,S,,,1,h,S
1,PR,H,H,,,74,S,S,,S,1,G,S
1,PR,H,H,,,75,,,,,1,D,
1,PR,H,H,,,75,,,,,1,H,S
1,PR,H,H,,,75,,,,,1,V,
1,PR,H,H,,,75,,,,,1,h,
1,PR,H,H,,,75,,S,,,1,B,S
1,PR,H,H,,,75,,S,,,1,H,S
1,PR,H,H,,,75,,S,,,1,T,S
1,PR,H,H,,,75,,S,,,1,V,S
1,PR,H,H,,,75,,S,,,1,b,S
1,PR,H,H,,,75,,S,,,1,h,S
1,PR,H,H,,,75,,S,,S,1,V,S
1,PR,H,H,,,75,S,,,,1,G,S
1,PR,H,H,,,75,S,,,,1,H,S
1,PR,H,H,,,75,S,,,,1,V,S
1,PR,H,H,,,75,S,S,,,1,B,S
1,PR,H,H,,,75,S,S,,,1,N,S
1,PR,H,H,,,75,S,S,,,1,U,S
1,PR,H,H,,,75,S,S,,,1,b,S
1,PR,H,H,,,75,S,S,,,1,e,S
1,PR,H,H,,,75,S,S,,S,1,S,S
1,PR,H,H,,,76,,,,,1,B,
1,PR,H,H,,,76,,,,,1,V,
1,PR,H,H,,,76,,,,,1,a,
1,PR,H,H,,,76,,S,,,1,H,S
1,PR,H,H,,,76,,S,,,1,K,S
1,PR,H,H,,,76,,S,,,1,U,S
1,PR,H,H,,,76,S,,,,1,V,S
1,PR,H,H,,,76,S,S,S,S,1,G,S
2,PR,H,H,,,77,,,,,1,J,
1,PR,H,H,,,77,,,,,1,Q,
1,PR,H,H,,,77,,,,,1,V,
2,PR,H,H,,,77,,,,,1,h,
1,PR,H,H,,,77,,S,,,1,H,S
1,PR,H,H,,,77,S,,,,1,N,S
1,PR,H,H,,,77,S,S,,,1,J,S
1,PR,H,H,,,77,S,S,,,1,V,S
1,PR,H,H,,,77,S,S,,S,1,V,S
1,PR,H,H,,,78,,,,,1,H,
1,PR,H,H,,,78,,,,,1,J,
1,PR,H,H,,,78,,,,,1,K,
1,PR,H,H,,,78,,,,,1,h,
2,PR,H,H,,,78,,S,,,1,N,S
1,PR,H,H,,,78,,S,,,1,S,S
1,PR,H,H,,,78,,S,,,1,e,S
1,PR,H,H,,,78,S,,,,1,B,S
1,PR,H,H,,,78,S,,S,,1,h,S
1,PR,H,H,,,78,S,S,,,1,B,S
1,PR,H,H,,,78,S,S,,,1,J,S
3,PR,H,H,,,78,S,S,,,1,h,S
1,PR,H,H,,,78,S,S,S,,1,V,S
1,PR,H,H,,,79,,,,,1,M,S
1,PR,H,H,,,79,,,,,1,V,
1,PR,H,H,,,79,,,S,,1,V,S
1,PR,H,H,,,79,,S,,,1,G,S
2,PR,H,H,,,79,,S,,,1,H,S
1,PR,H,H,,,79,,S,,,1,N,S
1,PR,H,H,,,79,,S,,,1,Q,S
2,PR,H,H,,,79,,S,,,1,h,S
1,PR,H,H,,,79,S,,,,1,V,S
1,PR,H,H,,,79,S,S,,,1,h,S
1,PR,H,H,,,79,S,S,,S,1,V,S
2,PR,H,H,,,8,,,,,1,H,
1,PR,H,H,,,8,,,,,1,H,S
2,PR,H,H,,,8,,,,,1,U,
1,PR,H,H,,,8,,,,,1,e,
7,PR,H,H,,,8,,,,,1,h,
1,PR,H,H,,,8,,,S,,1,h,S
1,PR,H,H,,,80,,,,,1,N,
1,PR,H,H,,,80,,,,,1,P,S
1,PR,H,H,,,80,,S,,,1,h,S
1,PR,H,H,,,80,S,,,,1,h,S
1,PR,H,H,,,80,S,,S,,1,J,S
1,PR,H,H,,,80,S,S,,,1,G,S
1,PR,H,H,,,80,S,S,,,1,H,S
1,PR,H,H,,,80,S,S,S,,1,Q,S
1,PR,H,H,,,81,,,,,1,J,
1,PR,H,H,,,81,,,,,1,V,
1,PR,H,H,,,81,,S,,,1,H,S
1,PR,H,H,,,81,,S,,,1,V,S
2,PR,H,H,,,81,,S,,,1,h,S
1,PR,H,H,,,81,,S,,S,1,V,S
1,PR,H,H,,,81,,S,,S,1,h,S
1,PR,H,H,,,81,S,,,,1,B,S
1,PR,H,H,,,81,S,,,,1,h,S
1,PR,H,H,,,81,S,S,,,1,H,S
1,PR,H,H,,,81,S,S,,,1,N,S
1,PR,H,H,,,81,S,S,,,1,V,S
1,PR,H,H,,,81,S,S,,,1,h,S
1,PR,H,H,,,82,,,,,1,B,
1,PR,H,H,,,82,,,,,1,h,
3,PR,H,H,,,82,,,,,1,h,S
1,PR,H,H,,,82,,,S,,1,H,S
1,PR,H,H,,,82,,S,,,1,H,S
1,PR,H,H,,,82,,S,,,1,h,S
1,PR,H,H,,,82,,S,,S,1,N,S
1,PR,H,H,,,82,,S,S,,1,H,S
1,PR,H,H,,,82,D,D,D,D,1,Y,
1,PR,H,H,,,82,S,,,,1,Q,S
2,PR,H,H,,,82,S,,,,1,V,S
1,PR,H,H,,,82,S,,S,,1,B,S
1,PR,H,H,,,82,S,S,,,1,J,S
1,PR,H,H,,,82,S,S,,,1,U,S
1,PR,H,H,,,83,,,,,1,H,
1,PR,H,H,,,83,,,,,1,U,
1,PR,H,H,,,83,,,,,1,e,S
1,PR,H,H,,,83,,S,,,1,Q,S
1,PR,H,H,,,83,,S,,S,1,D,S
1,PR,H,H,,,83,S,,,,1,M,S
1,PR,H,H,,,83,S,,,,1,h,S
1,PR,H,H,,,84,,,,,1,J,
1,PR,H,H,,,84,,,,,1,L,S
1,PR,H,H,,,84,,,,,1,U,
1,PR,H,H,,,84,,,,S,1,Y,S
1,PR,H,H,,,84,,S,,,1,H,S
1,PR,H,H,,,84,,S,,,1,h,S
1,PR,H,H,,,84,S,,,,1,V,S
1,PR,H,H,,,84,S,,S,,1,H,S
2,PR,H,H,,,85,,,,,1,J,
1,PR,H,H,,,85,,,,,1,V,
1,PR,H,H,,,85,,S,,,1,P,S
1,PR,H,H,,,85,,S,,,1,V,S
1,PR,H,H,,,85,S,S,,,1,B,S
1,PR,H,H,,,85,S,S,,,1,e,S
1,PR,H,H,,,86,,,,,1,H,
1,PR,H,H,,,86,,,,,1,K,
1,PR,H,H,,,86,,,,,1,V,
1,PR,H,H,,,86,,,,,1,h,
1,PR,H,H,,,86,,S,,,1,J,S
1,PR,H,H,,,86,,S,,,1,V,S
1,PR,H,H,,,86,,S,,,1,Y,S
1,PR,H,H,,,86,S,S,,,1,U,S
1,PR,H,H,,,86,S,S,,,1,Y,S
1,PR,H,H,,,86,S,S,,,1,h,S
1,PR,H,H,,,86,S,S,S,,1,V,S
1,PR,H,H,,,87,,,,,1,M,
1,PR,H,H,,,87,,,,S,1,V,S
1,PR,H,H,,,87,,S,,,1,H,S
1,PR,H,H,,,87,,S,,,1,V,S
1,PR,H,H,,,87,S,,,,1,V,S
1,PR,H,H,,,87,S,S,,,1,H,S
1,PR,H,H,,,87,S,S,,,1,N,S
1,PR,H,H,,,87,S,S,,,1,U,S
1,PR,H,H,,,88,,,,,1,Q,S
1,PR,H,H,,,88,,,,,1,U,S
1,PR,H,H,,,88,,,,,1,V,S
1,PR,H,H,,,88,,,,,1,Y,
1,PR,H,H,,,88,,,,S,1,h,S
1,PR,H,H,,,88,,,S,,1,h,S
1,PR,H,H,,,88,,S,,,1,V,S
1,PR,H,H,,,88,S,,,,1,H,S
1,PR,H,H,,,88,S,S,,,1,J,S
1,PR,H,H,,,88,S,S,,,1,V,S
1,PR,H,H,,,88,S,S,,,1,b,S
1,PR,H,H,,,89,,,,,1,H,
1,PR,H,H,,,89,,,,,1,J,
3,PR,H,H,,,89,,S,,,1,h,S
1,PR,H,H,,,89,S,,S,,1,V,S
1,PR,H,H,,,89,S,S,,,1,B,S
1,PR,H,H,,,89,S,S,,,1,V,S
1,PR,H,H,,,89,S,S,,,1,h,S
1,PR,H,H,,,9,,,,,1,D,
1,PR,H,H,,,9,,,,,1,D,S
1,PR,H,H,,,9,,,,,1,E,
1,PR,H,H,,,9,,,,,1,J,
1,PR,H,H,,,9,,,,,1,M,
1,PR,H,H,,,9,,,,,1,M,S
1,PR,H,H,,,9,,,,,1,e,
5,PR,H,H,,,9,,,,,1,h,
1,PR,H,H,,,9,,,,D,1,L,
1,PR,H,H,,,90,,,,,1,P,
1,PR,H,H,,,90,,,,,1,V,
1,PR,H,H,,,90,,,,,1,Y,
1,PR,H,H,,,90,,,,,1,h,
1,PR,H,H,,,90,,S,,,1,V,S
1,PR,H,H,,,90,,S,,,1,h,S
1,PR,H,H,,,90,,S,S,,1,B,S
1,PR,H,H,,,90,S,,,,1,S,S
1,PR,H,H,,,90,S,S,,,1,V,S
1,PR,H,H,,,91,,,,,1,h,
1,PR,H,H,,,91,S,,,,1,V,S
1,PR,H,H,,,92,,,,,1,H,
1,PR,H,H,,,92,,,,,1,h,S
1,PR,H,H,,,92,,S,,,1,U,S
1,PR,H,H,,,92,S,,,,1,h,S
1,PR,H,H,,,92,S,S,,,1,Q,S
1,PR,H,H,,,93,,,,,1,G,S
1,PR,H,H,,,93,,,,,1,S,
1,PR,H,H,,,93,,S,,,1,V,S
1,PR,H,H,,,93,,S,,,1,h,S
1,PR,H,H,,,93,S,S,,,1,Q,S
1,PR,H,H,,,94,,,,,1,S,
1,PR,H,H,,,94,,,,,1,V,
1,PR,H,H,,,94,,S,,,1,M,S
1,PR,H,H,,,94,S,S,,,1,V,S
1,PR,H,H,,,95,,,,,1,Y,
1,PR,H,H,,,96,,S,,,1,J,S
1,PR,H,H,,,97,,,,,1,h,
1,PR,H,H,,,A,,,,,1,N,S
1,PR,H,H,,,A,,,,,1,U,
1,PR,H,H,,,A,,,,,1,V,
3,PR,H,H,,,A,,,,,1,h,
1,PR,H,H,,,A,,,,S,1,K,S
1,PR,H,H,,,A,,,,S,1,U,S
1,PR,H,H,,,A,,,D,,1,H,
1,PR,H,H,,,A,,S,,,1,H,S
1,PR,H,H,,,B,,,,,1,N,
1,PR,H,H,,,B,,,,,1,U,
1,PR,H,H,,,B,,,,,1,Y,
7,PR,H,H,,,B,,,,,1,h,
1,PR,H,H,,,B,,,,S,1,M,S
1,PR,H,H,,,B,,,,S,1,V,S
2,PR,H,H,,,B,,,,S,1,h,S
1,PR,H,H,,,B,,S,,,1,G,S
1,PR,H,H,,,B,S,S,,,1,Y,S
1,PR,H,H,,,C,,,,,1,Y,
3,PR,H,H,,,C,,,,,1,h,
1,PR,H,H,,,C,,,,,1,h,S
1,PR,H,H,,,C,,,,S,1,h,S
1,PR,H,H,,,C,,S,,,1,H,S
1,PR,H,H,,,C,S,,,,1,N,S
1,PR,H,H,,,C,S,,,,1,h,S
1,PR,H,H,,,C,S,S,,,1,Q,S
1,PR,H,H,,,C,S,S,,S,1,J,S
1,PR,H,H,,,D,,,,,1,V,
1,PR,H,H,,,D,,,,,1,h,
1,PR,H,H,,,D,,,S,S,1,J,S
1,PR,H,H,,,D,,S,,,1,H,S
1,PR,H,H,,,D,,S,,,1,Y,S
1,PR,H,H,,,D,,S,S,,1,V,S
2,PR,H,H,,,D,S,,,,1,h,S
1,PR,H,H,,,E,,,,,1,H,
1,PR,H,H,,,E,,,,,1,J,
4,PR,H,H,,,E,,,,,1,h,
1,PR,H,H,,,E,,,,,1,h,S
1,PR,H,H,,,E,,S,,,1,h,S
1,PR,H,H,,,E,S,,,,1,G,S
1,PR,H,H,,,E,S,,,,1,H,S
1,PR,H,H,,,E,S,,,,1,U,S
1,PR,H,H,,,E,S,S,,,1,B,S
1,PR,H,H,,,F,,,,,1,H,S
1,PR,H,H,,,F,,,,,1,K,
1,PR,H,H,,,F,,,,,1,L,S
1,PR,H,H,,,F,,,,,1,e,
5,PR,H,H,,,F,,,,,1,h,
1,PR,H,H,,,F,,,,S,1,h,S
1,PR,H,H,,,F,,,S,,1,h,S
1,PR,H,H,,,F,,,S,S,1,Y,S
1,PR,H,H,,,F,,S,,,1,N,S
1,PR,H,H,,,F,,S,,,1,f,S
2,PR,H,H,,,F,,S,,,1,h,S
1,PR,H,H,,,F,S,,,,1,Q,S
1,PR,H,H,,,F,S,,,,1,h,S
1,PR,H,H,,,F,S,S,,,1,H,S
1,PR,H,H,,,F,S,S,,,1,V,S
1,PR,H,H,,,G,,,,,1,V,
1,PR,H,H,,,G,,,,,1,Y,
1,PR,H,H,,,G,,,S,,1,M,S
1,PR,H,H,,,G,S,,,,1,H,S
1,PR,H,H,,,G,S,,,,1,S,S
1,PR,H,H,,,H,,,,,1,H,
1,PR,H,H,,,H,,,,,1,M,
1,PR,H,H,,,H,,,,,1,h,
2,PR,H,H,,,H,,S,,,1,H,S
1,PR,H,H,,,H,S,,,,1,K,S
1,PR,H,H,,,H,S,S,,,1,V,S
1,PR,H,H,,,I,,,,,1,G,
1,PR,H,H,,,I,,,,,1,H,
1,PR,H,H,,,I,,,,,1,T,
1,PR,H,H,,,I,,,,,1,V,
2,PR,H,H,,,I,,,,,1,h,
1,PR,H,H,,,I,,,,S,1,Y,S
2,PR,H,H,,,I,S,,,,1,H,S
1,PR,H,H,,,I,S,S,,,1,H,S
1,PR,H,H,,,I,S,S,,,1,h,S
1,PR,H,H,,,J,,,,,1,J,
1,PR,H,H,,,J,,,,,1,h,
1,PR,H,H,,,J,,,,,1,h,S
1,PR,H,H,,,J,,S,,,1,V,S
1,PR,H,H,,,J,S,,,,1,V,S
1,PR,H,H,,,J,S,S,,,1,H,S
1,PR,H,H,,,J,S,S,,,1,h,S
3,PR,H,H,,,K,,,,,1,H,
2,PR,H,H,,,K,,,,,1,h,
1,PR,H,H,,,K,,,,S,1,h,S
1,PR,H,H,,,K,S,,,,1,D,S
1,PR,H,H,,,K,S,,,,1,H,S
1,PR,H,H,,,K,S,S,,,1,G,S
1,PR,H,H,,,K,S,S,,,1,H,S
1,PR,H,H,,,K,S,S,,,1,M,S
1,PR,H,H,,,L,,,,,1,B,
1,PR,H,H,,,L,,,,,1,H,
1,PR,H,H,,,L,,,,,1,H,S
2,PR,H,H,,,L,,,,,1,J,
1,PR,H,H,,,L,,,,,1,J,S
2,PR,H,H,,,L,,,,,1,U,
1,PR,H,H,,,L,,,,,1,h,
1,PR,H,H,,,L,,,,,1,h,S
1,PR,H,H,,,L,,S,,,1,V,S
1,PR,H,H,,,L,,S,,,1,h,S
1,PR,H,H,,,L,,S,S,,1,M,S
2,PR,H,H,,,L,S,,,,1,h,S
1,PR,H,H,,,L,S,S,,,1,V,S
3,PR,H,H,,,M,,,,,1,H,
1,PR,H,H,,,M,,,,,1,V,
1,PR,H,H,,,M,,,,,1,Y,
1,PR,H,H,,,M,,,,,1,e,
2,PR,H,H,,,M,,,,,1,h,
1,PR,H,H,,,M,,,S,,1,h,S
1,PR,H,H,,,M,,S,,,1,h,S
1,PR,H,H,,,M,,S,S,S,1,L,S
1,PR,H,H,,,M,S,,,,1,h,S
1,PR,H,H,,,M,S,S,,,1,G,S
1,PR,H,H,,,M,S,S,,,1,N,S
1,PR,H,H,,,M,S,S,,,1,V,S
1,PR,H,H,,,N,,,,,1,B,
2,PR,H,H,,,N,,,,,1,H,
1,PR,H,H,,,N,,,,,1,K,
1,PR,H,H,,,N,,,,,1,N,
1,PR,H,H,,,N,,,,,1,e,
1,PR,H,H,,,N,,S,,,1,G,S
1,PR,H,H,,,N,,S,,,1,e,S
1,PR,H,H,,,N,S,,,,1,E,S
1,PR,H,H,,,N,S,,,,1,P,S
1,PR,H,H,,,N,S,,,S,1,B,S
1,PR,H,H,,,N,S,S,,,1,B,S
1,PR,H,H,,,O,,,,,1,B,
2,PR,H,H,,,O,,,,,1,H,
2,PR,H,H,,,O,,,,,1,J,
1,PR,H,H,,,O,,,,,1,U,
1,PR,H,H,,,O,,S,,,1,H,S
1,PR,H,H,,,O,S,S,,,1,H,S
1,PR,H,H,,,P,,,,,1,T,S
1,PR,H,H,,,P,,,,,1,b,
1,PR,H,H,,,P,,,D,,1,V,
1,PR,H,H,,,P,,S,,,1,G,S
1,PR,H,H,,,P,S,,,,1,V,S
1,PR,H,H,,,P,S,,,,1,e,S
1,PR,H,H,,,P,S,,,,1,h,S
1,PR,H,H,,,P,S,S,,,1,h,S
1,PR,H,H,,,Q,,,,,1,E,
