COUNT,SECTOR,SEXO,TIPO_PACIENTE,FECHA_DEF,NEUMONIA,EDAD,DIABETES,HIPERTENSION,OBESIDAD,TABAQUISMO,RESULTADO,ESTADO,ALGUNA COMORBILIDAD
9,,,,,,0,,,,,1,A,
124,,,,,,0,,,,,1,B,
1,,,,,,0,,,,,1,B,S
11,,,,,,0,,,,,1,C,
10,,,,,,0,,,,,1,D,
10,,,,,,0,,,,,1,E,
37,,,,,,0,,,,,1,F,
20,,,,,,0,,,,,1,G,
65,,,,,,0,,,,,1,H,
31,,,,,,0,,,,,1,I,
2,,,,,,0,,,,,1,I,S
28,,,,,,0,,,,,1,J,
2,,,,,,0,,,,,1,J,S
39,,,,,,0,,,,,1,K,
19,,,,,,0,,,,,1,L,
63,,,,,,0,,,,,1,M,
1,,,,,,0,,,,,1,M,S
25,,,,,,0,,,,,1,N,
30,,,,,,0,,,,,1,O,
1,,,,,,0,,,,,1,O,S
6,,,,,,0,,,,,1,P,
1,,,,,,0,,,,,1,P,S
37,,,,,,0,,,,,1,Q,
18,,,,,,0,,,,,1,R,
1,,,,,,0,,,,,1,R,S
27,,,,,,0,,,,,1,S,
15,,,,,,0,,,,,1,T,
66,,,,,,0,,,,,1,U,
2,,,,,,0,,,,,1,U,S
26,,,,,,0,,,,,1,V,
1,,,,,,0,,,,,1,V,S
12,,,,,,0,,,,,1,X,
2,,,,,,0,,,,,1,X,S
60,,,,,,0,,,,,1,Y,
1,,,,,,0,,,,,1,Y,S
31,,,,,,0,,,,,1,Z,
24,,,,,,0,,,,,1,a,
25,,,,,,0,,,,,1,b,
1,,,,,,0,,,,,1,b,S
7,,,,,,0,,,,,1,c,
8,,,,,,0,,,,,1,d,
13,,,,,,0,,,,,1,e,
1,,,,,,0,,,,,1,e,S
15,,,,,,0,,,,,1,f,
257,,,,,,0,,,,,1,h,
6,,,,,,0,,,,,1,h,S
1,,,,,,0,,,,S,1,U,S
1,,,,,,0,,,,S,1,V,S
1,,,,,,0,,,,S,1,b,S
2,,,,,,0,,,,S,1,h,S
1,,,,,,0,,,S,,1,N,S
1,,,,,,0,,,S,,1,U,S
1,,,,,,0,,,S,,1,f,S
2,,,,,,0,,,S,,1,h,S
1,,,,,,0,,D,,,1,U,S
1,,,,,,0,,S,,,1,S,S
3,,,,,,0,,S,,,1,h,S
1,,,,,,0,,S,S,,1,F,S
1,,,,,,0,D,D,D,D,1,S,
1,,,,,,0,S,,,,1,B,S
1,,,,,,0,S,,,,1,G,S
3,,,,,,0,S,,,,1,h,S
1,,,,,,0,S,,S,,1,F,S
1,,,,,,0,S,S,,,1,Q,S
1,,,,,,0,S,S,,,1,U,S
2,,,,,,0,S,S,,,1,h,S
1,,,,,,0,S,S,S,,1,h,S
33,,,,,,1,,,,,1,A,
285,,,,,,1,,,,,1,B,
7,,,,,,1,,,,,1,B,S
29,,,,,,1,,,,,1,C,
44,,,,,,1,,,,,1,D,
1,,,,,,1,,,,,1,D,S
15,,,,,,1,,,,,1,E,
1,,,,,,1,,,,,1,E,S
69,,,,,,1,,,,,1,F,
1,,,,,,1,,,,,1,F,S
50,,,,,,1,,,,,1,G,
3,,,,,,1,,,,,1,G,S
206,,,,,,1,,,,,1,H,
1,,,,,,1,,,,,1,H,S
113,,,,,,1,,,,,1,I,
97,,,,,,1,,,,,1,J,
2,,,,,,1,,,,,1,J,S
113,,,,,,1,,,,,1,K,
3,,,,,,1,,,,,1,K,S
73,,,,,,1,,,,,1,L,
2,,,,,,1,,,,,1,L,S
141,,,,,,1,,,,,1,M,
1,,,,,,1,,,,,1,M,S
93,,,,,,1,,,,,1,N,
1,,,,,,1,,,,,1,N,S
100,,,,,,1,,,,,1,O,
2,,,,,,1,,,,,1,O,S
33,,,,,,1,,,,,1,P,
1,,,,,,1,,,,,1,P,S
69,,,,,,1,,,,,1,Q,
6,,,,,,1,,,,,1,Q,S
45,,,,,,1,,,,,1,R,
107,,,,,,1,,,,,1,S,
40,,,,,,1,,,,,1,T,
184,,,,,,1,,,,,1,U,
1,,,,,,1,,,,,1,U,S
124,,,,,,1,,,,,1,V,
6,,,,,,1,,,,,1,V,S
40,,,,,,1,,,,,1,X,
139,,,,,,1,,,,,1,Y,
2,,,,,,1,,,,,1,Y,S
83,,,,,,1,,,,,1,Z,
1,,,,,,1,,,,,1,Z,S
86,,,,,,1,,,,,1,a,
139,,,,,,1,,,,,1,b,
4,,,,,,1,,,,,1,b,S
14,,,,,,1,,,,,1,c,
1,,,,,,1,,,,,1,c,S
22,,,,,,1,,,,,1,d,
59,,,,,,1,,,,,1,e,
2,,,,,,1,,,,,1,e,S
66,,,,,,1,,,,,1,f,
897,,,,,,1,,,,,1,h,
20,,,,,,1,,,,,1,h,S
1,,,,,,1,,,,S,1,B,S
2,,,,,,1,,,,S,1,M,S
1,,,,,,1,,,,S,1,N,S
1,,,,,,1,,,,S,1,f,S
1,,,,,,1,,,,S,1,h,S
1,,,,,,1,,,S,,1,B,S
1,,,,,,1,,,S,,1,M,S
1,,,,,,1,,,S,,1,b,S
1,,,,,,1,,,S,,1,f,S
6,,,,,,1,,,S,,1,h,S
1,,,,,,1,,,S,S,1,C,S
1,,,,,,1,,S,,,1,V,S
1,,,,,,1,,S,,,1,Y,S
3,,,,,,1,,S,,,1,h,S
1,,,,,,1,,S,S,,1,N,S
1,,,,,,1,,S,S,,1,h,S
1,,,,,,1,D,D,D,D,1,Z,
1,,,,,,1,D,D,D,D,1,h,
1,,,,,,1,S,,,,1,D,S
1,,,,,,1,S,,,,1,N,S
1,,,,,,1,S,,,,1,R,S
1,,,,,,1,S,,,,1,f,S
2,,,,,,1,S,,,,1,h,S
1,,,,,,1,S,S,,,1,G,S
1,,,,,,1,S,S,,,1,h,S
34,,,,,,10,,,,,1,A,
1,,,,,,10,,,,,1,A,S
279,,,,,,10,,,,,1,B,
8,,,,,,10,,,,,1,B,S
44,,,,,,10,,,,,1,C,
2,,,,,,10,,,,,1,C,S
76,,,,,,10,,,,,1,D,
2,,,,,,10,,,,,1,D,S
29,,,,,,10,,,,,1,E,
1,,,,,,10,,,,,1,E,S
79,,,,,,10,,,,,1,F,
6,,,,,,10,,,,,1,F,S
62,,,,,,10,,,,,1,G,
6,,,,,,10,,,,,1,G,S
273,,,,,,10,,,,,1,H,
5,,,,,,10,,,,,1,H,S
124,,,,,,10,,,,,1,I,
2,,,,,,10,,,,,1,I,S
161,,,,,,10,,,,,1,J,
4,,,,,,10,,,,,1,J,S
138,,,,,,10,,,,,1,K,
2,,,,,,10,,,,,1,K,S
61,,,,,,10,,,,,1,L,
4,,,,,,10,,,,,1,L,S
157,,,,,,10,,,,,1,M,
7,,,,,,10,,,,,1,M,S
96,,,,,,10,,,,,1,N,
3,,,,,,10,,,,,1,N,S
92,,,,,,10,,,,,1,O,
2,,,,,,10,,,,,1,O,S
115,,,,,,10,,,,,1,P,
4,,,,,,10,,,,,1,P,S
77,,,,,,10,,,,,1,Q,
4,,,,,,10,,,,,1,Q,S
54,,,,,,10,,,,,1,R,
1,,,,,,10,,,,,1,R,S
175,,,,,,10,,,,,1,S,
8,,,,,,10,,,,,1,S,S
78,,,,,,10,,,,,1,T,
2,,,,,,10,,,,,1,T,S
312,,,,,,10,,,,,1,U,
10,,,,,,10,,,,,1,U,S
146,,,,,,10,,,,,1,V,
16,,,,,,10,,,,,1,V,S
74,,,,,,10,,,,,1,X,
2,,,,,,10,,,,,1,X,S
114,,,,,,10,,,,,1,Y,
3,,,,,,10,,,,,1,Y,S
122,,,,,,10,,,,,1,Z,
5,,,,,,10,,,,,1,Z,S
122,,,,,,10,,,,,1,a,
6,,,,,,10,,,,,1,a,S
76,,,,,,10,,,,,1,b,
5,,,,,,10,,,,,1,b,S
21,,,,,,10,,,,,1,c,
2,,,,,,10,,,,,1,c,S
16,,,,,,10,,,,,1,d,
98,,,,,,10,,,,,1,e,
6,,,,,,10,,,,,1,e,S
61,,,,,,10,,,,,1,f,
5,,,,,,10,,,,,1,f,S
2038,,,,,,10,,,,,1,h,
62,,,,,,10,,,,,1,h,S
1,,,,,,10,,,,S,1,E,S
3,,,,,,10,,,,S,1,h,S
1,,,,,,10,,,S,,1,A,S
12,,,,,,10,,,S,,1,B,S
1,,,,,,10,,,S,,1,C,S
3,,,,,,10,,,S,,1,D,S
1,,,,,,10,,,S,,1,F,S
3,,,,,,10,,,S,,1,H,S
4,,,,,,10,,,S,,1,I,S
3,,,,,,10,,,S,,1,J,S
1,,,,,,10,,,S,,1,K,S
1,,,,,,10,,,S,,1,M,S
2,,,,,,10,,,S,,1,N,S
2,,,,,,10,,,S,,1,O,S
3,,,,,,10,,,S,,1,Q,S
1,,,,,,10,,,S,,1,S,S
7,,,,,,10,,,S,,1,U,S
1,,,,,,10,,,S,,1,V,S
1,,,,,,10,,,S,,1,X,S
1,,,,,,10,,,S,,1,Z,S
3,,,,,,10,,,S,,1,a,S
1,,,,,,10,,,S,,1,b,S
2,,,,,,10,,,S,,1,f,S
20,,,,,,10,,,S,,1,h,S
1,,,,,,10,,D,,,1,M,
1,,,,,,10,,S,,,1,L,S
1,,,,,,10,,S,,,1,Q,S
1,,,,,,10,,S,,,1,U,S
1,,,,,,10,,S,,,1,X,S
2,,,,,,10,,S,,,1,h,S
1,,,,,,10,,S,S,,1,L,S
1,,,,,,10,,S,S,,1,V,S
1,,,,,,10,D,D,D,D,1,I,
1,,,,,,10,D,D,D,D,1,K,
2,,,,,,10,D,D,D,D,1,M,
4,,,,,,10,D,D,D,D,1,h,
1,,,,,,10,D,D,S,D,1,M,S
1,,,,,,10,S,,,,1,B,S
1,,,,,,10,S,,,,1,C,S
1,,,,,,10,S,,,,1,P,S
4,,,,,,10,S,,,,1,h,S
1,,,,,,10,S,S,,,1,G,S
1,,,,,,10,S,S,,,1,M,S
3,,,,,,100,,,,,1,B,
2,,,,,,100,,,,,1,F,
1,,,,,,100,,,,,1,H,
1,,,,,,100,,,,,1,I,
1,,,,,,100,,,,,1,J,S
1,,,,,,100,,,,,1,M,
2,,,,,,100,,,,,1,N,
1,,,,,,100,,,,,1,Q,
2,,,,,,100,,,,,1,S,
2,,,,,,100,,,,,1,T,
3,,,,,,100,,,,,1,U,
3,,,,,,100,,,,,1,V,
1,,,,,,100,,,,,1,X,
1,,,,,,100,,,,,1,Y,S
2,,,,,,100,,,,,1,a,
1,,,,,,100,,,,,1,f,
1,,,,,,100,,,,,1,f,S
12,,,,,,100,,,,,1,h,
1,,,,,,100,,,,,1,h,S
1,,,,,,100,,,,D,1,E,
1,,,,,,100,,,,S,1,h,S
1,,,,,,100,,,S,,1,I,S
2,,,,,,100,,,S,,1,J,S
1,,,,,,100,,,S,,1,h,S
1,,,,,,100,,S,,,1,I,S
2,,,,,,100,,S,,,1,M,S
1,,,,,,100,,S,,,1,N,S
1,,,,,,100,,S,,,1,Q,S
1,,,,,,100,,S,,,1,S,S
1,,,,,,100,,S,,,1,V,S
1,,,,,,100,,S,,,1,f,S
2,,,,,,100,,S,,,1,h,S
1,,,,,,100,S,,,,1,R,S
1,,,,,,100,S,,,,1,h,S
1,,,,,,100,S,,S,,1,M,S
1,,,,,,100,S,S,,,1,N,S
1,,,,,,100,S,S,,,1,Y,S
1,,,,,,100,S,S,,,1,h,S
1,,,,,,100,S,S,S,,1,V,S
1,,,,,,101,,,,,1,B,
1,,,,,,101,,,,,1,E,
1,,,,,,101,,,,,1,H,
1,,,,,,101,,,,,1,I,
2,,,,,,101,,,,,1,O,
1,,,,,,101,,,,,1,P,
1,,,,,,101,,,,,1,S,
1,,,,,,101,,,,,1,U,
1,,,,,,101,,,,,1,b,
2,,,,,,101,,,,,1,f,
5,,,,,,101,,,,,1,h,
1,,,,,,101,,,S,,1,Q,S
1,,,,,,101,,S,,,1,B,S
1,,,,,,101,S,,,,1,h,S
1,,,,,,101,S,,S,,1,A,S
1,,,,,,101,S,S,,,1,X,S
1,,,,,,102,,,,,1,B,
1,,,,,,102,,,,,1,E,
1,,,,,,102,,,,,1,I,
1,,,,,,102,,,,,1,K,
1,,,,,,102,,,,,1,L,
4,,,,,,102,,,,,1,M,
1,,,,,,102,,,,,1,d,
1,,,,,,102,,,,,1,f,
4,,,,,,102,,,,,1,h,
1,,,,,,102,,S,,,1,I,S
3,,,,,,102,,S,,,1,h,S
1,,,,,,102,S,,,,1,h,S
1,,,,,,102,S,,S,,1,d,S
1,,,,,,102,S,S,,,1,I,S
1,,,,,,102,S,S,,,1,P,S
1,,,,,,103,,,,,1,B,
1,,,,,,103,,,,,1,J,
1,,,,,,103,,,,,1,K,
1,,,,,,103,,,,,1,L,
1,,,,,,103,,,,,1,M,
1,,,,,,103,,,,,1,O,
1,,,,,,103,,,,,1,V,
2,,,,,,103,,,,,1,h,
1,,,,,,103,,S,,,1,U,S
1,,,,,,103,S,,,,1,M,S
1,,,,,,104,,,,,1,B,
1,,,,,,104,,,,,1,S,S
1,,,,,,104,,,,,1,V,
1,,,,,,104,,,,,1,a,
1,,,,,,104,,S,,,1,U,S
1,,,,,,104,S,S,,,1,S,S
3,,,,,,105,,,,,1,B,
1,,,,,,105,,,,,1,F,
2,,,,,,105,,,,,1,I,
1,,,,,,105,,,,,1,M,
1,,,,,,105,,,,,1,N,
1,,,,,,105,,,,,1,O,
1,,,,,,105,,,,,1,e,
7,,,,,,105,,,,,1,h,
1,,,,,,105,,S,,,1,P,S
1,,,,,,105,,S,,,1,h,S
1,,,,,,106,,,,,1,B,
2,,,,,,106,,,,,1,M,
1,,,,,,106,,,,,1,V,S
1,,,,,,106,,,,,1,a,
1,,,,,,106,,,,,1,e,
2,,,,,,106,,,,,1,h,
1,,,,,,106,,,S,,1,h,S
1,,,,,,106,,S,,,1,E,S
1,,,,,,107,,,,,1,F,
1,,,,,,107,,,,,1,M,
2,,,,,,107,,,,,1,h,
1,,,,,,107,,,,S,1,f,S
1,,,,,,107,,S,,,1,h,S
1,,,,,,107,D,D,D,D,1,M,
1,,,,,,107,S,S,,,1,G,S
1,,,,,,107,S,S,,,1,h,S
1,,,,,,108,,,,,1,B,
1,,,,,,108,,,,,1,G,
1,,,,,,108,,,,,1,L,
1,,,,,,108,,,,,1,O,
1,,,,,,108,,,,,1,d,
6,,,,,,108,,,,,1,h,
1,,,,,,109,,,,,1,G,
1,,,,,,109,,,,,1,M,
4,,,,,,109,,,,,1,h,
51,,,,,,11,,,,,1,A,
1,,,,,,11,,,,,1,A,S
297,,,,,,11,,,,,1,B,
10,,,,,,11,,,,,1,B,S
55,,,,,,11,,,,,1,C,
3,,,,,,11,,,,,1,C,S
88,,,,,,11,,,,,1,D,
3,,,,,,11,,,,,1,D,S
50,,,,,,11,,,,,1,E,
86,,,,,,11,,,,,1,F,
5,,,,,,11,,,,,1,F,S
67,,,,,,11,,,,,1,G,
3,,,,,,11,,,,,1,G,S
354,,,,,,11,,,,,1,H,
10,,,,,,11,,,,,1,H,S
146,,,,,,11,,,,,1,I,
2,,,,,,11,,,,,1,I,S
176,,,,,,11,,,,,1,J,
3,,,,,,11,,,,,1,J,S
128,,,,,,11,,,,,1,K,
2,,,,,,11,,,,,1,K,S
55,,,,,,11,,,,,1,L,
2,,,,,,11,,,,,1,L,S
205,,,,,,11,,,,,1,M,
3,,,,,,11,,,,,1,M,S
111,,,,,,11,,,,,1,N,
3,,,,,,11,,,,,1,N,S
110,,,,,,11,,,,,1,O,
5,,,,,,11,,,,,1,O,S
124,,,,,,11,,,,,1,P,
2,,,,,,11,,,,,1,P,S
89,,,,,,11,,,,,1,Q,
5,,,,,,11,,,,,1,Q,S
61,,,,,,11,,,,,1,R,
182,,,,,,11,,,,,1,S,
4,,,,,,11,,,,,1,S,S
102,,,,,,11,,,,,1,T,
7,,,,,,11,,,,,1,T,S
325,,,,,,11,,,,,1,U,
8,,,,,,11,,,,,1,U,S
147,,,,,,11,,,,,1,V,
17,,,,,,11,,,,,1,V,S
67,,,,,,11,,,,,1,X,
3,,,,,,11,,,,,1,X,S
107,,,,,,11,,,,,1,Y,
10,,,,,,11,,,,,1,Y,S
128,,,,,,11,,,,,1,Z,
6,,,,,,11,,,,,1,Z,S
164,,,,,,11,,,,,1,a,
4,,,,,,11,,,,,1,a,S
105,,,,,,11,,,,,1,b,
8,,,,,,11,,,,,1,b,S
28,,,,,,11,,,,,1,c,
3,,,,,,11,,,,,1,c,S
23,,,,,,11,,,,,1,d,
1,,,,,,11,,,,,1,d,S
83,,,,,,11,,,,,1,e,
3,,,,,,11,,,,,1,e,S
59,,,,,,11,,,,,1,f,
4,,,,,,11,,,,,1,f,S
2189,,,,,,11,,,,,1,h,
71,,,,,,11,,,,,1,h,S
1,,,,,,11,,,,S,1,B,S
1,,,,,,11,,,,S,1,F,S
1,,,,,,11,,,,S,1,H,S
2,,,,,,11,,,D,,1,h,
1,,,,,,11,,,S,,1,A,S
6,,,,,,11,,,S,,1,B,S
1,,,,,,11,,,S,,1,C,S
6,,,,,,11,,,S,,1,G,S
1,,,,,,11,,,S,,1,H,S
2,,,,,,11,,,S,,1,I,S
4,,,,,,11,,,S,,1,J,S
1,,,,,,11,,,S,,1,K,S
5,,,,,,11,,,S,,1,M,S
3,,,,,,11,,,S,,1,N,S
6,,,,,,11,,,S,,1,O,S
2,,,,,,11,,,S,,1,P,S
4,,,,,,11,,,S,,1,Q,S
1,,,,,,11,,,S,,1,R,S
2,,,,,,11,,,S,,1,T,S
7,,,,,,11,,,S,,1,U,S
1,,,,,,11,,,S,,1,V,S
1,,,,,,11,,,S,,1,Z,S
1,,,,,,11,,,S,,1,a,S
3,,,,,,11,,,S,,1,b,S
2,,,,,,11,,,S,,1,c,S
1,,,,,,11,,,S,,1,d,S
1,,,,,,11,,,S,,1,e,S
31,,,,,,11,,,S,,1,h,S
1,,,,,,11,,,S,S,1,M,S
1,,,,,,11,,D,,,1,c,
1,,,,,,11,,D,,,1,h,
2,,,,,,11,,S,,,1,B,S
1,,,,,,11,,S,,,1,O,S
1,,,,,,11,,S,,,1,T,S
1,,,,,,11,,S,,,1,V,S
1,,,,,,11,,S,,,1,Z,S
3,,,,,,11,,S,,,1,h,S
1,,,,,,11,D,,,,1,h,
1,,,,,,11,D,D,,D,1,M,
1,,,,,,11,D,D,D,D,1,M,
1,,,,,,11,D,D,D,D,1,U,
3,,,,,,11,D,D,D,D,1,h,
1,,,,,,11,D,D,S,D,1,M,S
3,,,,,,11,S,,,,1,B,S
1,,,,,,11,S,,,,1,C,S
1,,,,,,11,S,,,,1,J,S
1,,,,,,11,S,,,,1,L,S
1,,,,,,11,S,,,,1,N,S
1,,,,,,11,S,,,,1,U,S
2,,,,,,11,S,,,,1,b,S
1,,,,,,11,S,,,,1,e,S
6,,,,,,11,S,,,,1,h,S
1,,,,,,11,S,,S,,1,c,S
1,,,,,,11,S,S,S,,1,Q,S
1,,,,,,11,S,S,S,,1,S,S
1,,,,,,11,S,S,S,S,1,H,S
1,,,,,,110,,,,,1,J,
2,,,,,,110,,,,,1,K,
3,,,,,,110,,,,,1,h,
1,,,,,,110,,,S,,1,J,S
1,,,,,,111,,,,,1,B,
1,,,,,,111,,,,,1,F,S
1,,,,,,111,,,,,1,Q,
1,,,,,,112,,,,,1,C,
1,,,,,,112,,,,,1,h,
2,,,,,,114,,,,,1,h,
1,,,,,,115,,,,,1,N,
1,,,,,,115,,,,,1,h,
1,,,,,,115,,,,,1,h,S
1,,,,,,115,S,S,,,1,V,S
1,,,,,,116,S,S,S,,1,B,S
1,,,,,,118,,,,,1,M,
1,,,,,,118,,,,,1,h,
1,,,,,,119,,S,,,1,h,S
56,,,,,,12,,,,,1,A,
4,,,,,,12,,,,,1,A,S
323,,,,,,12,,,,,1,B,
9,,,,,,12,,,,,1,B,S
56,,,,,,12,,,,,1,C,
1,,,,,,12,,,,,1,C,S
95,,,,,,12,,,,,1,D,
3,,,,,,12,,,,,1,D,S
41,,,,,,12,,,,,1,E,
3,,,,,,12,,,,,1,E,S
65,,,,,,12,,,,,1,F,
2,,,,,,12,,,,,1,F,S
43,,,,,,12,,,,,1,G,
2,,,,,,12,,,,,1,G,S
348,,,,,,12,,,,,1,H,
8,,,,,,12,,,,,1,H,S
160,,,,,,12,,,,,1,I,
5,,,,,,12,,,,,1,I,S
165,,,,,,12,,,,,1,J,
8,,,,,,12,,,,,1,J,S
134,,,,,,12,,,,,1,K,
3,,,,,,12,,,,,1,K,S
56,,,,,,12,,,,,1,L,
1,,,,,,12,,,,,1,L,S
198,,,,,,12,,,,,1,M,
7,,,,,,12,,,,,1,M,S
124,,,,,,12,,,,,1,N,
2,,,,,,12,,,,,1,N,S
126,,,,,,12,,,,,1,O,
8,,,,,,12,,,,,1,O,S
151,,,,,,12,,,,,1,P,
3,,,,,,12,,,,,1,P,S
80,,,,,,12,,,,,1,Q,
5,,,,,,12,,,,,1,Q,S
54,,,,,,12,,,,,1,R,
177,,,,,,12,,,,,1,S,
9,,,,,,12,,,,,1,S,S
95,,,,,,12,,,,,1,T,
5,,,,,,12,,,,,1,T,S
350,,,,,,12,,,,,1,U,
8,,,,,,12,,,,,1,U,S
154,,,,,,12,,,,,1,V,
11,,,,,,12,,,,,1,V,S
80,,,,,,12,,,,,1,X,
4,,,,,,12,,,,,1,X,S
94,,,,,,12,,,,,1,Y,
2,,,,,,12,,,,,1,Y,S
111,,,,,,12,,,,,1,Z,
5,,,,,,12,,,,,1,Z,S
190,,,,,,12,,,,,1,a,
1,,,,,,12,,,,,1,a,S
71,,,,,,12,,,,,1,b,
3,,,,,,12,,,,,1,b,S
33,,,,,,12,,,,,1,c,
31,,,,,,12,,,,,1,d,
1,,,,,,12,,,,,1,d,S
110,,,,,,12,,,,,1,e,
9,,,,,,12,,,,,1,e,S
74,,,,,,12,,,,,1,f,
1,,,,,,12,,,,,1,f,S
2300,,,,,,12,,,,,1,h,
67,,,,,,12,,,,,1,h,S
1,,,,,,12,,,,D,1,h,
1,,,,,,12,,,,S,1,D,S
1,,,,,,12,,,,S,1,F,S
1,,,,,,12,,,,S,1,Q,S
1,,,,,,12,,,,S,1,T,S
1,,,,,,12,,,,S,1,Z,S
1,,,,,,12,,,,S,1,e,S
1,,,,,,12,,,,S,1,h,S
6,,,,,,12,,,S,,1,B,S
1,,,,,,12,,,S,,1,C,S
3,,,,,,12,,,S,,1,E,S
2,,,,,,12,,,S,,1,F,S
2,,,,,,12,,,S,,1,G,S
3,,,,,,12,,,S,,1,H,S
1,,,,,,12,,,S,,1,J,S
1,,,,,,12,,,S,,1,K,S
4,,,,,,12,,,S,,1,M,S
2,,,,,,12,,,S,,1,N,S
6,,,,,,12,,,S,,1,O,S
2,,,,,,12,,,S,,1,P,S
2,,,,,,12,,,S,,1,Q,S
1,,,,,,12,,,S,,1,S,S
1,,,,,,12,,,S,,1,T,S
10,,,,,,12,,,S,,1,U,S
6,,,,,,12,,,S,,1,V,S
2,,,,,,12,,,S,,1,Y,S
1,,,,,,12,,,S,,1,Z,S
3,,,,,,12,,,S,,1,a,S
4,,,,,,12,,,S,,1,b,S
1,,,,,,12,,,S,,1,c,S
1,,,,,,12,,,S,,1,e,S
2,,,,,,12,,,S,,1,f,S
37,,,,,,12,,,S,,1,h,S
2,,,,,,12,,S,,,1,I,S
1,,,,,,12,,S,,,1,J,S
1,,,,,,12,,S,,,1,a,S
1,,,,,,12,,S,,,1,e,S
2,,,,,,12,,S,,,1,h,S
1,,,,,,12,,S,S,,1,S,S
2,,,,,,12,,S,S,,1,h,S
1,,,,,,12,D,,,,1,E,
1,,,,,,12,D,,,,1,K,
1,,,,,,12,D,D,D,D,1,H,
3,,,,,,12,D,D,D,D,1,M,
1,,,,,,12,D,D,D,D,1,N,
1,,,,,,12,D,D,D,D,1,T,
1,,,,,,12,D,D,D,D,1,U,
1,,,,,,12,D,D,D,D,1,a,
6,,,,,,12,D,D,D,D,1,h,
2,,,,,,12,D,D,S,D,1,M,S
1,,,,,,12,S,,,,1,B,S
1,,,,,,12,S,,,,1,C,S
1,,,,,,12,S,,,,1,G,S
1,,,,,,12,S,,,,1,T,S
1,,,,,,12,S,,,,1,a,S
5,,,,,,12,S,,,,1,h,S
1,,,,,,12,S,,S,,1,b,S
1,,,,,,12,S,S,,,1,S,S
1,,,,,,12,S,S,,,1,T,S
1,,,,,,12,S,S,,,1,U,S
2,,,,,,12,S,S,,,1,h,S
1,,,,,,12,S,S,S,,1,P,S
3,,,,,,120,,,,,1,h,
1,,,,,,120,,S,,,1,h,S
1,,,,,,122,,,,,1,a,
1,,,,,,122,,,,,1,h,
52,,,,,,13,,,,,1,A,
3,,,,,,13,,,,,1,A,S
334,,,,,,13,,,,,1,B,
11,,,,,,13,,,,,1,B,S
70,,,,,,13,,,,,1,C,
1,,,,,,13,,,,,1,C,S
68,,,,,,13,,,,,1,D,
3,,,,,,13,,,,,1,D,S
38,,,,,,13,,,,,1,E,
3,,,,,,13,,,,,1,E,S
73,,,,,,13,,,,,1,F,
2,,,,,,13,,,,,1,F,S
71,,,,,,13,,,,,1,G,
4,,,,,,13,,,,,1,G,S
458,,,,,,13,,,,,1,H,
12,,,,,,13,,,,,1,H,S
159,,,,,,13,,,,,1,I,
191,,,,,,13,,,,,1,J,
7,,,,,,13,,,,,1,J,S
151,,,,,,13,,,,,1,K,
1,,,,,,13,,,,,1,K,S
51,,,,,,13,,,,,1,L,
1,,,,,,13,,,,,1,L,S
208,,,,,,13,,,,,1,M,
8,,,,,,13,,,,,1,M,S
121,,,,,,13,,,,,1,N,
6,,,,,,13,,,,,1,N,S
106,,,,,,13,,,,,1,O,
4,,,,,,13,,,,,1,O,S
151,,,,,,13,,,,,1,P,
8,,,,,,13,,,,,1,P,S
89,,,,,,13,,,,,1,Q,
3,,,,,,13,,,,,1,Q,S
72,,,,,,13,,,,,1,R,
196,,,,,,13,,,,,1,S,
14,,,,,,13,,,,,1,S,S
113,,,,,,13,,,,,1,T,
8,,,,,,13,,,,,1,T,S
344,,,,,,13,,,,,1,U,
14,,,,,,13,,,,,1,U,S
158,,,,,,13,,,,,1,V,
18,,,,,,13,,,,,1,V,S
75,,,,,,13,,,,,1,X,
7,,,,,,13,,,,,1,X,S
124,,,,,,13,,,,,1,Y,
1,,,,,,13,,,,,1,Y,S
129,,,,,,13,,,,,1,Z,
1,,,,,,13,,,,,1,Z,S
156,,,,,,13,,,,,1,a,
4,,,,,,13,,,,,1,a,S
108,,,,,,13,,,,,1,b,
2,,,,,,13,,,,,1,b,S
22,,,,,,13,,,,,1,c,
1,,,,,,13,,,,,1,c,S
34,,,,,,13,,,,,1,d,
2,,,,,,13,,,,,1,d,S
99,,,,,,13,,,,,1,e,
4,,,,,,13,,,,,1,e,S
79,,,,,,13,,,,,1,f,
3,,,,,,13,,,,,1,f,S
2462,,,,,,13,,,,,1,h,
74,,,,,,13,,,,,1,h,S
1,,,,,,13,,,,D,1,h,
1,,,,,,13,,,,S,1,H,S
1,,,,,,13,,,,S,1,K,S
1,,,,,,13,,,,S,1,N,S
1,,,,,,13,,,,S,1,X,S
1,,,,,,13,,,,S,1,Z,S
5,,,,,,13,,,,S,1,h,S
1,,,,,,13,,,D,,1,e,
8,,,,,,13,,,S,,1,B,S
4,,,,,,13,,,S,,1,C,S
2,,,,,,13,,,S,,1,D,S
2,,,,,,13,,,S,,1,F,S
1,,,,,,13,,,S,,1,G,S
4,,,,,,13,,,S,,1,H,S
4,,,,,,13,,,S,,1,J,S
4,,,,,,13,,,S,,1,K,S
2,,,,,,13,,,S,,1,L,S
4,,,,,,13,,,S,,1,M,S
5,,,,,,13,,,S,,1,N,S
7,,,,,,13,,,S,,1,O,S
1,,,,,,13,,,S,,1,P,S
3,,,,,,13,,,S,,1,Q,S
2,,,,,,13,,,S,,1,S,S
3,,,,,,13,,,S,,1,T,S
